left_visit,right_visit,target_index,channel,overlapping_edge_group,split,left_start_counter,left_end_counter_exclusive,right_start_counter,right_end_counter_exclusive,gap_samples,all_four_sparse_acquisitions_pass,left_rx0_absolute_cfo_hz,left_rx0_candidate_rank,left_rx1_absolute_cfo_hz,left_rx1_candidate_rank,right_rx0_absolute_cfo_hz,right_rx0_candidate_rank,right_rx1_absolute_cfo_hz,right_rx1_candidate_rank
0,1,4,1,0,development,492146121613,492147321613,492147323774,492148523774,2161,True,158949.36267383612,0,841340.112808932,0,158487.19892178633,0,840915.3381495951,1
2,3,5,2,1,development,492148729244,492149929244,492149934297,492151134297,5053,False,,,,,,,,
6,7,7,4,2,development,492154238758,492155438758,492155441109,492156641109,2351,False,159894.55313884054,0,804542.0501344327,2,,,841990.614497076,1
9,10,4,1,3,development,492158248106,492159448106,492159453510,492160653510,5404,False,,,837054.0562447265,0,,,836616.1841660227,0
14,15,7,4,4,development,492165071297,492166271297,492166274810,492167474810,3513,True,118525.17918894175,1,800916.266098896,1,155498.76970447553,0,837933.6374446342,0
18,19,6,3,5,development,492170528794,492171728794,492171730325,492172930325,1531,False,,,,,,,,
21,22,6,3,6,development,492174535561,492175735561,492175736736,492176936736,1175,False,,,,,,,,
24,25,6,3,7,development,492178544543,492179744543,492179745843,492180945843,1300,False,,,,,,,,
27,28,4,1,8,development,492182554520,492183754520,492183754983,492184954983,463,False,,,828410.4357790372,0,,,827958.2567585178,1
30,31,5,2,9,development,492186558989,492187758989,492187765115,492188965115,6126,False,,,793102.3657743644,0,,,,
32,33,6,3,10,development,492189170435,492190370435,492190376172,492191576172,5737,False,,,,,,,,
35,36,7,4,11,development,492193183972,492194383972,492194391129,492195591129,7157,True,109015.7424840604,0,791391.5030771116,0,108555.81662135219,0,790969.7592434778,0
40,41,6,3,12,development,492200008546,492201208546,492201215237,492202415237,6691,False,,,,,,,,
41,42,6,3,12,development,492201215237,492202415237,492202419489,492203619489,4252,False,,,,,,,,
44,45,6,3,13,development,492205228967,492206428967,492206433074,492207633074,4107,False,,,,,,,,
47,48,6,3,14,development,492209243860,492210443860,492210449718,492211649718,5858,False,,,,,,,,
54,55,6,3,15,development,492218869525,492220069525,492220076862,492221276862,7337,False,,,,,,,,
63,64,7,4,16,development,492231313985,492232513985,492232521666,492233721666,7681,True,96017.84334078868,0,778399.0944986796,1,95561.26743350166,0,777980.5275048735,0
64,65,7,4,16,development,492232521666,492233721666,492233730323,492234930323,8657,True,95561.26743350166,0,777980.5275048735,0,95163.68820931291,0,777543.636332718,0
66,67,5,2,17,development,492235134574,492236334574,492236335712,492237535712,1138,False,94850.09131713069,7,,,,,,
70,71,4,1,18,development,492240544252,492241744252,492241750176,492242950176,5924,False,,,888287.7983054478,0,,,,
71,72,4,1,18,development,492241750176,492242950176,492242951109,492244151109,933,False,,,,,,,887598.3237505538,0
73,74,7,4,19,development,492244358351,492245558351,492245562101,492246762101,3750,True,91482.48492833629,1,807110.0790335302,0,91101.09153767148,0,806629.6424501004,0
84,85,5,2,20,development,492259601063,492260801063,492260810015,492262010015,8952,False,86943.39962841134,0,769255.3799013121,0,,,768874.2881679721,0
90,91,6,3,21,development,492267821015,492269021015,492269028758,492270228758,7743,False,,,,,,,,
98,99,6,3,22,development,492278851973,492280051973,492280059326,492281259326,7353,False,,,,,,,,
102,103,4,1,23,development,492284268995,492285468995,492285474822,492286674822,5827,False,,,,,,,,
109,110,6,3,24,development,492293902514,492295102514,492295104635,492296304635,2121,False,,,,,,,,
111,112,4,1,25,development,492296511362,492297711362,492297716127,492298916127,4765,False,,,872982.6263633396,0,,,,
112,113,4,1,25,development,492297716127,492298916127,492298926554,492300126554,10427,False,,,,,,,872300.0,0
114,115,7,4,26,development,492300331021,492301531021,492301538976,492302738976,7955,True,101820.80165484623,0,754748.8713152161,0,101352.26584453258,0,783649.7137410641,0
119,120,6,3,27,development,492307149539,492308349539,492308349887,492309549887,348,False,,,,,,,,
130,131,5,2,28,development,492322386527,492323586527,492323589837,492324789837,3310,False,,,,,,,748274.0145782509,5
134,135,7,4,29,development,492327794111,492328994111,492328995621,492330195621,1510,True,90394.437521121,0,772790.5597957575,1,62657.19807965966,1,745048.5980992799,2
137,138,5,2,30,development,492331800623,492333000623,492333006606,492334206606,5983,False,,,,,,,,
139,140,7,4,31,development,492334409554,492335609554,492335612559,492336812559,3005,True,87659.43457001582,0,743241.434027603,0,60517.58015599885,1,769541.087726471,1
144,145,6,3,32,development,492341249009,492342449009,492342450212,492343650212,1203,False,,,,,,,,
145,146,6,3,32,development,492342450212,492343650212,492343655169,492344855169,4957,False,,,,,,,,
147,148,7,4,33,development,492345061558,492346261558,492346262858,492347462858,1300,True,83262.53707900518,0,765573.7016949367,0,82799.44279139515,0,765064.6422410504,0
151,152,6,3,34,development,492350476580,492351676580,492351681951,492352881951,5371,False,,,,,,,,
152,153,6,3,34,development,492351681951,492352881951,492352890119,492354090119,8168,False,,,,,,,,
153,154,6,3,34,development,492352890119,492354090119,492354090597,492355290597,478,False,,,,,,,,
156,157,6,3,35,development,492356894053,492358094053,492358095492,492359295492,1439,False,,,,,,,,
161,162,6,3,36,development,492363704666,492364904666,492364905371,492366105371,705,False,,,,,,,,
163,164,4,1,37,development,492366307442,492367507442,492367511474,492368711474,4032,False,,,,,,,851608.8193776527,0
165,166,7,4,38,development,492368919290,492370119290,492370122237,492371322237,2947,True,73334.9870530853,0,755718.7295599922,0,48865.04761586117,0,755229.9420093261,0
167,168,6,3,39,development,492371525080,492372725080,492372726041,492373926041,961,False,,,,,,,,
179,180,6,3,40,development,492388179041,492389379041,492389383820,492390583820,4779,False,,,,,,,,
180,181,6,3,40,development,492389383820,492390583820,492390584538,492391784538,718,False,,,,,,,,
183,184,4,1,41,development,492393396656,492394596656,492394596659,492395796659,3,False,160953.05832801765,0,843336.0977876197,0,,,842933.8411442793,0
193,194,4,1,42,development,492407229010,492408429010,492408434322,492409634322,5312,False,156418.58542249558,0,838772.7123399959,0,,,838402.8267337614,0
195,196,6,3,43,development,492409837021,492411037021,492411039468,492412239468,2447,False,,,,,,,,
199,200,5,2,44,development,492415249145,492416449145,492416456213,492417656213,7068,False,,,,,,,,
200,201,5,2,44,development,492416456213,492417656213,492417660698,492418860698,4485,False,,,,,,,,
201,202,5,2,44,development,492417660698,492418860698,492418865967,492420065967,5269,False,,,,,,,,
202,203,5,2,44,development,492418865967,492420065967,492420068817,492421268817,2850,False,,,,,,,,
205,206,6,3,45,development,492422875954,492424075954,492424079967,492425279967,4013,False,,,,,,,,
206,207,6,3,45,development,492424079967,492425279967,492425285766,492426485766,5799,False,,,,,,,,
209,210,5,2,46,development,492428090888,492429290888,492429291845,492430491845,957,False,,,,,,,,
229,230,7,4,47,development,492455973014,492457173014,492457180349,492458380349,7335,False,,,,,,,,
230,231,7,4,47,development,492457180349,492458380349,492458384000,492459584000,3651,False,,,,,141811.78294725117,0,824101.1829250909,0
231,232,7,4,47,development,492458384000,492459584000,492459589685,492460789685,5685,False,141811.78294725117,0,824101.1829250909,0,,,823629.50210165,0
232,233,7,4,47,development,492459589685,492460789685,492460792563,492461992563,2878,False,,,823629.50210165,0,,,823177.9890441464,0
235,236,5,2,48,development,492463650389,492464850389,492464857190,492466057190,6801,False,72904.90948472638,0,,,,,,
236,237,5,2,48,development,492464857190,492466057190,492466059587,492467259587,2397,False,,,,,71930.76219184502,0,,
243,244,4,1,49,development,492474474176,492475674176,492475676190,492476876190,2014,True,133396.24069977648,0,815763.4954459323,0,132993.14089586464,1,815377.6653002959,0
245,246,6,3,50,development,492477077113,492478277113,492478278503,492479478503,1390,False,,,,,,,,
247,248,5,2,51,development,492479684663,492480884663,492480890235,492482090235,5572,False,,,,,,,,
259,260,4,1,52,development,492496340882,492497540882,492497543076,492498743076,2194,True,125593.56203015684,1,808028.4233542138,0,125130.74045658472,1,807595.8083477756,0
260,261,4,1,52,development,492497543076,492498743076,492498746000,492499946000,2924,True,125130.74045658472,1,807595.8083477756,0,124760.83566928798,0,807169.3100546289,1
261,262,4,1,52,development,492498746000,492499946000,492499950702,492501150702,4702,True,124760.83566928798,0,807169.3100546289,1,124303.36467237974,0,806744.0163203111,0
262,263,4,1,52,development,492499950702,492501150702,492501156627,492502356627,5925,True,124303.36467237974,0,806744.0163203111,0,123885.692050254,0,806324.1352183027,0
268,269,5,2,53,development,492508175858,492509375858,492509378765,492510578765,2907,False,,,,,,,,
281,282,4,1,54,development,492526240301,492527440301,492527445074,492528645074,4773,True,114856.89144925788,0,797288.5146173923,0,114382.65548401483,0,796860.6126898029,0
284,285,6,3,55,development,492530254156,492531454156,492531462209,492532662209,8053,False,,,,,,,,
285,286,6,3,55,development,492531462209,492532662209,492532666440,492533866440,4231,False,,,,,,,,
287,288,5,2,56,development,492534071734,492535271734,492535273095,492536473095,1361,False,46012.10231735918,0,,,,,,
296,297,4,1,57,development,492546503843,492547703843,492547708514,492548908514,4671,True,107482.6268107135,0,789912.8474965458,0,107033.03192613702,0,789469.3746253182,0
297,298,4,1,57,development,492547708514,492548908514,492548908757,492550108757,243,True,107033.03192613702,0,789469.3746253182,0,106570.70523039997,0,789021.9200768967,0
301,302,6,3,58,development,492553116521,492554316521,492554318943,492555518943,2422,False,,,,,,,,
306,307,5,2,59,development,492559929826,492561129826,492561134184,492562334184,4358,False,,,,,36035.90397640935,0,,
315,316,6,3,60,development,492572370977,492573570977,492573576323,492574776323,5346,False,,,,,,,,
316,317,6,3,60,development,492573576323,492574776323,492574777250,492575977250,927,False,,,,,,,,
318,319,5,2,61,development,492576182713,492577382713,492577388727,492578588727,6014,False,30539.14378742641,0,,,30110.09037663421,1,712600.0,0
319,320,5,2,61,development,492577388727,492578588727,492578593263,492579793263,4536,False,30110.09037663421,1,712600.0,0,29684.383007721044,0,,
322,323,4,1,62,development,492581399992,492582599992,492582607020,492583807020,7028,True,94669.24186734925,0,777085.0310671558,0,94293.36127251355,0,776621.2949058907,0
323,324,4,1,62,development,492582607020,492583807020,492583811018,492585011018,3998,True,94293.36127251355,0,776621.2949058907,0,93885.90257286304,0,776218.6102101367,0
334,335,7,4,63,development,492597854209,492599054209,492599056406,492600256406,2197,True,87973.5934127447,0,770361.3822196866,0,87492.35219133866,0,769890.6341474039,0
336,337,6,3,64,development,492600460348,492601660348,492601662831,492602862831,2483,False,,,,,,,,
338,339,4,1,65,development,492603067484,492604267484,492604272500,492605472500,5016,True,86673.2053884092,0,769093.6491797902,0,86362.37252939734,0,768675.8292499823,0
353,354,4,1,66,development,492623931061,492625131061,492625133654,492626333654,2593,True,79114.04675940226,0,761504.3226647195,0,78663.72630174048,0,761063.8950846826,1
356,357,7,4,67,development,492627936611,492629136611,492629141799,492630341799,5188,True,76168.58634397449,0,874512.8608342025,0,75614.87299061948,0,758032.9027422771,0
357,358,7,4,67,development,492629141799,492630341799,492630342923,492631542923,1124,True,75614.87299061948,0,758032.9027422771,0,75112.72783909785,0,873781.9328407692,0
358,359,7,4,67,development,492630342923,492631542923,492631546617,492632746617,3694,True,75112.72783909785,0,873781.9328407692,0,74608.00872468273,0,873125.8437570814,1
362,363,5,2,68,development,492635756153,492636956153,492636960470,492638160470,4317,False,9939.114937513717,0,,,9481.599167300621,1,691898.2982575457,0
366,367,6,3,69,development,492641178797,492642378797,492642382143,492643582143,3346,False,,,,,,,,
375,376,5,2,70,development,492653618974,492654818974,492654822752,492656022752,3778,False,4030.8575054888497,0,,,3631.5796625768417,1,,
376,377,5,2,70,development,492654822752,492656022752,492656024268,492657224268,1516,False,3631.5796625768417,1,,,3218.5551242522197,0,,
382,383,7,4,71,development,492663040975,492664240975,492664244364,492665444364,3389,True,62532.899541358114,0,863271.8268797505,0,62062.421999466955,1,862897.7377618966,0
385,386,6,3,72,development,492667053599,492668253599,492668260842,492669460842,7243,False,,,,,,,,
395,396,5,2,73,development,492680908741,492682108741,492682113002,492683313002,4261,False,-4861.07564499724,0,,,-5187.868153170391,0,,
405,406,6,3,74,development,492694742239,492695942239,492695946471,492697146471,4232,False,,,,,,,,
407,408,7,4,75,development,492697350730,492698550730,492698556302,492699756302,5572,False,49395.296307376586,0,731670.7061279699,0,48916.7034862914,0,,
411,412,4,1,76,development,492702766286,492703966286,492703972743,492705172743,6457,True,50699.377297111554,0,732996.3568995115,0,50343.909589604125,1,732561.3834093099,0
417,418,7,4,77,development,492710990729,492712190729,492712199736,492713399736,9007,True,44346.55702873162,0,726530.6733038381,0,43888.742948814994,1,726053.3317884186,0
418,419,7,4,77,development,492712199736,492713399736,492713401718,492714601718,1982,False,43888.742948814994,1,726053.3317884186,0,43412.11008913693,0,,
421,422,6,3,78,development,492716212916,492717412916,492717419741,492718619741,6825,False,,,,,,,,
424,425,4,1,79,development,492720221078,492721421078,492721429311,492722629311,8233,False,44603.2690404997,0,,,44112.46104518743,1,933958.1841694992,1
425,426,4,1,79,development,492721429311,492722629311,492722635715,492723835715,6404,False,44112.46104518743,1,933958.1841694992,1,43706.14951831882,0,,
430,431,5,2,80,development,492728251765,492729451765,492729455484,492730655484,3719,False,,,,,,,,
437,438,5,2,81,development,492737869366,492739069366,492739071977,492740271977,2611,False,,,,,,,,
440,441,5,2,82,development,492741878851,492743078851,492743084858,492744284858,6007,False,,,,,,,,
446,447,5,2,83,development,492750105895,492751305895,492751310142,492752510142,4247,False,,,,,,,,
453,454,7,4,84,development,492759777104,492760977104,492760981373,492762181373,4269,False,26196.57099064591,0,829501.5417708964,0,,,,
461,462,6,3,85,development,492770830949,492772030949,492772031384,492773231384,435,False,,,,,,,,
463,464,5,2,86,development,492773436646,492774636646,492774643883,492775843883,7237,False,,,,,,,,
465,466,7,4,87,development,492776044825,492777244825,492777245441,492778445441,616,False,20445.345727964712,0,,,20012.85252475273,0,702299.2059681129,0
466,467,7,4,87,development,492777245441,492778445441,492778449501,492779649501,4060,True,20012.85252475273,0,702299.2059681129,0,19536.583310675283,0,822564.8503966135,0
470,471,5,2,88,development,492782664553,492783864553,492783868982,492785068982,4429,False,,,,,,,,
471,472,5,2,88,development,492783868982,492785068982,492785073971,492786273971,4989,False,,,,,,,,
472,473,5,2,88,development,492785073971,492786273971,492786277464,492787477464,3493,False,,,,,,,,
474,475,4,1,89,development,492787686314,492788886314,492788889443,492790089443,3129,True,21567.190232095192,0,703983.0427260987,1,21137.10454193334,1,922104.3685394163,0
475,476,4,1,89,development,492788889443,492790089443,492790093020,492791293020,3577,True,21137.10454193334,1,922104.3685394163,0,20760.836732741212,0,703158.5235764757,0
482,483,5,2,90,development,492798528905,492799728905,492799730270,492800930270,1365,False,,,,,,,,
484,485,7,4,91,development,492801133909,492802333909,492802341074,492803541074,7165,False,11514.916513191536,0,,,,,,
495,496,7,4,92,development,492816376120,492817576120,492817582004,492818782004,5884,False,,,,,,,,
499,500,6,3,93,development,492821789191,492822989191,492822991616,492824191616,2425,False,,,,,,,,
503,504,6,3,94,development,492827202236,492828402236,492828409875,492829609875,7639,False,,,,,,,,
509,510,6,3,95,development,492835434230,492836634230,492836636253,492837836253,2023,False,,,,,,,,
512,513,4,1,96,development,492839446300,492840646300,492840646464,492841846464,164,False,,,,,,,,
513,514,4,1,96,development,492840646464,492841846464,492841848773,492843048773,2309,False,,,,,,,,
515,516,5,2,97,development,492843252479,492844452479,492844456901,492845656901,4422,False,,,,,,,,
516,517,5,2,97,development,492844456901,492845656901,492845657061,492846857061,160,False,,,,,,,,
526,527,4,1,98,development,492858294664,492859494664,492859497633,492860697633,2969,False,,,907289.771807066,0,,,,
531,532,6,3,99,development,492865105981,492866305981,492866308532,492867508532,2551,False,,,,,,,,
537,538,4,1,100,development,492873324031,492874524031,492874528982,492875728982,4951,False,,,785825.3577528503,0,,,,
538,539,4,1,100,development,492874528982,492875728982,492875730140,492876930140,1158,False,,,,,,,903405.1904206909,0
543,544,6,3,101,development,492881341066,492882541066,492882546335,492883746335,5269,False,,,,,,,,
545,546,4,1,102,development,492883949461,492885149461,492885154205,492886354205,4744,False,,,,,,,901230.7503529785,0
550,551,7,4,103,development,492890769065,492891969065,492891970800,492893170800,1735,False,,,,,,,,
554,555,6,3,104,evaluation,492896182540,492897382540,492897384225,492898584225,1685,False,,,,,,,,
555,556,6,3,104,evaluation,492897384225,492898584225,492898587735,492899787735,3510,False,,,,,,,,
556,557,6,3,104,evaluation,492898587735,492899787735,492899791007,492900991007,3272,False,,,,,,,,
559,560,7,4,105,evaluation,492902592550,492903792550,492903794921,492904994921,2371,False,,,,,,,,
563,564,7,4,106,evaluation,492907998692,492909198692,492909203247,492910403247,4555,False,,,,,,,,
564,565,7,4,106,evaluation,492909203247,492910403247,492910403321,492911603321,74,False,,,,,,,,
573,574,5,2,107,evaluation,492921640600,492922840600,492922846470,492924046470,5870,False,,,,,,,,
576,577,4,1,108,evaluation,492925650478,492926850478,492926856861,492928056861,6383,False,,,891452.5273742564,0,,,891128.8046028351,1
577,578,4,1,108,evaluation,492926856861,492928056861,492928063286,492929263286,6425,False,,,891128.8046028351,1,,,890862.9142158414,0
578,579,4,1,108,evaluation,492928063286,492929263286,492929269386,492930469386,6100,False,,,890862.9142158414,0,,,890525.2080025913,0
579,580,4,1,108,evaluation,492929269386,492930469386,492930476025,492931676025,6639,False,,,890525.2080025913,0,,,890235.8651456243,0
580,581,4,1,108,evaluation,492930476025,492931676025,492931680831,492932880831,4806,False,,,890235.8651456243,0,,,889945.0484304592,0
588,589,4,1,109,evaluation,492941519404,492942719404,492942723014,492943923014,3610,False,,,887450.7940279129,0,,,887183.7479083043,3
592,593,4,1,110,evaluation,492946933981,492948133981,492948136373,492949336373,2392,False,,,886027.7843674889,0,,,885690.8246930727,0
601,602,6,3,111,evaluation,492959371433,492960571433,492960578090,492961778090,6657,False,,,,,,,,
602,603,6,3,111,evaluation,492960578090,492961778090,492961783238,492962983238,5148,False,,,,,,,,
603,604,6,3,111,evaluation,492961783238,492962983238,492962983626,492964183626,388,False,,,,,,,,
605,606,5,2,112,evaluation,492964389512,492965589512,492965593871,492966793871,4359,False,,,,,,,,
610,611,5,2,113,evaluation,492971209730,492972409730,492972414201,492973614201,4471,False,,,,,,,,
614,615,7,4,114,evaluation,492976622269,492977822269,492977826938,492979026938,4669,False,,,,,,,,
615,616,7,4,114,evaluation,492977826938,492979026938,492979027887,492980227887,949,False,,,,,,,,
616,617,7,4,114,evaluation,492979027887,492980227887,492980230517,492981430517,2630,False,,,,,,,,
617,618,7,4,114,evaluation,492980230517,492981430517,492981432122,492982632122,1605,False,,,,,,,,
618,619,7,4,114,evaluation,492981432122,492982632122,492982633884,492983833884,1762,False,,,,,,,959845.1978600229,0
625,626,5,2,115,evaluation,492991056251,492992256251,492992259555,492993459555,3304,False,,,950911.5367170052,0,,,,
627,628,6,3,116,evaluation,492993665276,492994865276,492994868955,492996068955,3679,False,,,,,,,,
630,631,6,3,117,evaluation,492997680650,492998880650,492998884736,493000084736,4086,False,,,,,,,,
639,640,6,3,118,evaluation,493010116448,493011316448,493011321450,493012521450,5002,False,,,,,,,,
640,641,6,3,118,evaluation,493011321450,493012521450,493012524242,493013724242,2792,False,,,,,,,,
641,642,6,3,118,evaluation,493012524242,493013724242,493013732796,493014932796,8554,False,,,,,,,,
642,643,6,3,118,evaluation,493013732796,493014932796,493014933315,493016133315,519,False,,,,,,,,
645,646,4,1,119,evaluation,493017741580,493018941580,493018944785,493020144785,3205,False,,,866623.740315326,1,,,866318.2414671987,0
654,655,5,2,120,evaluation,493030190848,493031390848,493031393172,493032593172,2324,False,,,,,,,,
655,656,5,2,120,evaluation,493031393172,493032593172,493032600689,493033800689,7517,False,,,,,,,,
656,657,5,2,120,evaluation,493032600689,493033800689,493033807307,493035007307,6618,False,,,,,,,943870.1482890878,0
657,658,5,2,120,evaluation,493033807307,493035007307,493035011121,493036211121,3814,False,,,943870.1482890878,0,,,943623.9799237848,0
658,659,5,2,120,evaluation,493035011121,493036211121,493036216587,493037416587,5466,False,,,943623.9799237848,0,,,943440.5021683449,0
667,668,5,2,121,evaluation,493047446714,493048646714,493048647009,493049847009,295,False,,,941469.0978663706,0,,,,
673,674,4,1,122,evaluation,493055664344,493056864344,493056866282,493058066282,1938,False,173071.86395276594,0,855417.5682367652,0,,,855033.8598606272,0
686,687,4,1,123,evaluation,493073719918,493074919918,493074926930,493076126930,7012,False,,,849896.788476573,1,,,849487.13906174,0
689,690,6,3,124,evaluation,493077733630,493078933630,493078941549,493080141549,7919,False,,,,,,,,
694,695,7,4,125,evaluation,493084566854,493085766854,493085767031,493086967031,177,False,,,941432.8363616975,0,,,941133.8785390432,0
701,702,7,4,126,evaluation,493094194261,493095394261,493095399822,493096599822,5561,False,,,,,,,939170.137181971,1
710,711,7,4,127,evaluation,493106636398,493107836398,493107841784,493109041784,5386,False,,,936866.4775124139,0,,,,
713,714,5,2,128,evaluation,493110643297,493111843297,493111849439,493113049439,6142,False,,,929419.5427884172,0,,,929121.3365950488,0
726,727,4,1,129,evaluation,493128697475,493129897475,493129898786,493131098786,1311,False,,,922428.015731976,0,,,,
733,734,4,1,130,evaluation,493138330879,493139530879,493139534570,493140734570,3691,False,,,920421.3379567009,1,,,,
740,741,6,3,131,evaluation,493147961077,493149161077,493149162357,493150362357,1280,False,,,,,,,,
743,744,4,1,132,evaluation,493151977903,493153177903,493153179350,493154379350,1447,False,,,917475.6936263199,1,,,917167.1046770738,0
745,746,5,2,133,evaluation,493154580179,493155780179,493155783633,493156983633,3454,False,,,919991.6014432509,0,,,919694.3107261553,0
749,750,5,2,134,evaluation,493159989806,493161189806,493161190814,493162390814,1008,False,,,918787.1351708294,1,,,918499.4898459013,0
760,761,6,3,135,evaluation,493175228221,493176428221,493176432630,493177632630,4409,False,,,,,,,,
763,764,4,1,136,evaluation,493179240883,493180440883,493180444425,493181644425,3542,False,,,911376.0908023536,0,,,911064.8630629953,0
764,765,4,1,136,evaluation,493180444425,493181644425,493181646167,493182846167,1742,False,,,911064.8630629953,0,132105.7801196739,0,910822.9028927626,1
767,768,4,1,137,evaluation,493184457320,493185657320,493185663879,493186863879,6559,False,,,910106.7317443619,0,,,909874.4935490697,0
768,769,4,1,137,evaluation,493185663879,493186863879,493186871475,493188071475,7596,False,,,909874.4935490697,0,,,909575.1207773935,0
772,773,6,3,138,evaluation,493191080699,493192280699,493192285124,493193485124,4425,False,,,,,,,,
775,776,5,2,139,evaluation,493195092065,493196292065,493196293328,493197493328,1263,False,,,910536.605071664,1,,,910247.2721293636,0
788,789,7,4,140,evaluation,493213150897,493214350897,493214351148,493215551148,251,False,,,911587.2615049972,0,,,911302.0518381993,0
793,794,5,2,141,evaluation,493219973039,493221173039,493221179130,493222379130,6091,False,,,904348.0830679559,1,,,904016.5231207211,0
795,796,6,3,142,evaluation,493222585111,493223785111,493223789978,493224989978,4867,False,,,,,,,,
801,802,6,3,143,evaluation,493230812569,493232012569,493232019999,493233219999,7430,False,,,,,,,,
806,807,7,4,144,evaluation,493237639208,493238839208,493238839295,493240039295,87,False,,,905010.5926934808,0,,,904658.5066903555,0
814,815,7,4,145,evaluation,493248665191,493249865191,493249869093,493251069093,3902,False,219705.5207551886,0,901950.7081042972,0,,,901582.1253989895,0
816,817,6,3,146,evaluation,493251271592,493252471592,493252473192,493253673192,1600,False,,,,,,,,
822,823,4,1,147,evaluation,493259494435,493260694435,493260696135,493261896135,1700,False,-251719.03977032573,5,891366.0865190969,0,,,891012.8863021841,0
824,825,5,2,148,evaluation,493262101403,493263301403,493263307725,493264507725,6322,False,,,893113.0854640028,0,,,892828.208575351,0
827,828,6,3,149,evaluation,493266116329,493267316329,493267322616,493268522616,6287,False,,,,,,,,
833,834,4,1,150,evaluation,493274349533,493275549533,493275550889,493276750889,1356,True,204992.3653437562,1,887303.1814853871,0,204633.45209275183,1,886960.6561927351,0
835,836,7,4,151,evaluation,493276952572,493278152572,493278156456,493279356456,3884,False,,,893760.9028922294,0,,,893418.9613742909,0
837,838,6,3,152,evaluation,493279562407,493280762407,493280769966,493281969966,7559,False,,,,,,,,
841,842,4,1,153,evaluation,493284986075,493286186075,493286191685,493287391685,5610,True,201996.1867973914,0,884348.8321058532,0,202112.695131737,0,883993.3285247254,0
846,847,6,3,154,evaluation,493291807574,493293007574,493293010148,493294210148,2574,False,,,806903.5480429602,0,,,,
848,849,4,1,155,evaluation,493294410881,493295610881,493295614553,493296814553,3672,True,199397.33677238962,0,881631.0145857224,0,199018.25136653063,0,881333.003016611,1
849,850,4,1,155,evaluation,493295614553,493296814553,493296816281,493298016281,1728,True,199018.25136653063,0,881333.003016611,1,198619.34571010494,0,880981.5121821696,0
851,852,7,4,156,evaluation,493298216909,493299416909,493299422931,493300622931,6022,False,,,887370.2098839952,0,204692.02749978297,0,886971.1860079548,1
852,853,7,4,156,evaluation,493299422931,493300622931,493300627145,493301827145,4214,True,204692.02749978297,0,886971.1860079548,1,204368.74458871427,0,886585.2356160457,0
854,855,5,2,157,evaluation,493302031963,493303231963,493303237487,493304437487,5524,False,,,881711.1470328514,0,199053.39615656284,0,881375.7780325655,1
855,856,5,2,157,evaluation,493303237487,493304437487,493304442900,493305642900,5413,True,199053.39615656284,0,881375.7780325655,1,198656.51775663253,0,881003.1598885844,0
861,862,5,2,158,evaluation,493311454991,493312654991,493312662306,493313862306,7315,False,196522.3009195126,0,878928.6242676165,1,,,878533.1520577074,1
864,865,4,1,159,evaluation,493315467215,493316667215,493316669243,493317869243,2028,False,,,875525.2850203784,1,192917.4254050281,1,875151.8451250741,0
865,866,4,1,159,evaluation,493316669243,493317869243,493317876731,493319076731,7488,False,192917.4254050281,1,875151.8451250741,0,,,874827.7583851428,0
868,869,5,2,160,evaluation,493320689998,493321889998,493321893410,493323093410,3412,False,,,876077.6482241547,0,193463.3367181365,0,875737.2829468782,0
871,872,6,3,161,evaluation,493324701026,493325901026,493325904968,493327104968,3942,False,,,,,,,,
879,880,6,3,162,evaluation,493335731852,493336931852,493336939680,493338139680,7828,False,,,,,,,,
880,881,6,3,162,evaluation,493336939680,493338139680,493338143454,493339343454,3774,False,,,,,,,,
884,885,7,4,163,evaluation,493342353220,493343553220,493343554412,493344754412,1192,True,190945.6477476961,0,873242.6126183552,0,190534.4880973553,0,872890.270846055,0
892,893,4,1,164,evaluation,493353374272,493354574272,493354574720,493355774720,448,True,181570.1037755334,0,863960.702117427,0,70919.41965334528,0,863565.8937873165,0
895,896,7,4,165,evaluation,493357387055,493358587055,493358592785,493359792785,5730,False,185903.38433326397,0,868246.8575286596,1,,,867857.860952428,0
900,901,5,2,166,evaluation,493364212387,493365412387,493365413111,493366613111,724,True,179954.29514652613,0,862383.9402421874,0,179594.82796420716,0,861977.510828681,0
901,902,5,2,166,evaluation,493365413111,493366613111,493366613466,493367813466,355,True,179594.82796420716,0,861977.510828681,0,179203.3194189371,0,861551.6934461403,0
906,907,7,4,167,evaluation,493372218022,493373418022,493373423265,493374623265,5243,True,180930.48376011924,0,863181.607296738,0,180430.90601246638,0,862773.9474972956,0
912,913,5,2,168,evaluation,493380453175,493381653175,493381655205,493382855205,2030,True,174588.63652734965,0,856988.581836586,0,174201.33624770603,0,856565.3253901805,0
919,920,5,2,169,evaluation,493390071884,493391271884,493391280798,493392480798,8914,True,171471.17720071512,0,853744.5698819992,1,171004.72439974145,0,853362.485258891,0
920,921,5,2,169,evaluation,493391280798,493392480798,493392481007,493393681007,209,True,171004.72439974145,0,853362.485258891,0,170643.0267254838,0,852950.6812607024,0
925,926,7,4,170,evaluation,493398103466,493399303466,493399306829,493400506829,3363,True,171897.27236264228,0,854090.5571476157,1,171454.0027964715,0,853646.869946323,0
926,927,7,4,170,evaluation,493399306829,493400506829,493400512224,493401712224,5395,True,171454.0027964715,0,853646.869946323,0,171039.8576357419,0,853254.9360077296,0
