analyzed_segments,internal_status,path,qualified_fraction,qualified_segments,registry_status,session_id
164,complete,stream-0 · RX1,0.1402439024390244,23,partial_coverage,cap-20260823T114537-e7e1cf063697
174,complete,stream-1 · RX0,0.09770114942528736,17,complete,cap-20260823T114537-e7e1cf063697
256,complete,stream-1 · RX1,0.0078125,2,partial_coverage,cap-20260823T114537-e7e1cf063697
144,complete,stream-0 · RX0,0.006944444444444444,1,complete,cap-20260823T114819-6119ff0fc686
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T114819-6119ff0fc686
175,complete,stream-0 · RX1,0.011428571428571429,2,complete,cap-20260823T114819-6119ff0fc686
184,complete,stream-1 · RX1,0.016304347826086956,3,complete,cap-20260823T114819-6119ff0fc686
224,complete,stream-1 · RX0,0.08928571428571429,20,partial_coverage,cap-20260823T115110-180c32b1c8f9
256,complete,stream-0 · RX0,0.046875,12,partial_coverage,cap-20260823T115110-180c32b1c8f9
224,complete,stream-1 · RX1,0.004464285714285714,1,partial_coverage,cap-20260823T115110-180c32b1c8f9
254,complete,stream-0 · RX1,0.04330708661417323,11,partial_coverage,cap-20260823T115110-180c32b1c8f9
0,no_result,stream-0 · RX1,,0,no_result,cap-20260823T115700-5d76364aed04
64,insufficient_data,stream-1 · RX1,0.0,0,complete,cap-20260823T115700-5d76364aed04
32,insufficient_data,stream-0 · RX0,0.0,0,complete,cap-20260823T115700-5d76364aed04
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T115700-5d76364aed04
20,insufficient_data,stream-1 · RX0,0.0,0,complete,cap-20260823T120000-c785295408a6
206,complete,stream-0 · RX1,0.1262135922330097,26,partial_coverage,cap-20260823T120000-c785295408a6
176,complete,stream-0 · RX0,0.17045454545454544,30,complete,cap-20260823T120000-c785295408a6
124,insufficient_data,stream-1 · RX1,0.0,0,complete,cap-20260823T120000-c785295408a6
128,complete,stream-0 · RX0,0.2265625,29,partial_coverage,cap-20260823T120300-951fa50b00a5
131,complete,stream-1 · RX0,0.16793893129770993,22,complete,cap-20260823T120300-951fa50b00a5
192,complete,stream-1 · RX1,0.041666666666666664,8,partial_coverage,cap-20260823T120300-951fa50b00a5
216,complete,stream-0 · RX1,0.13425925925925927,29,partial_coverage,cap-20260823T120300-951fa50b00a5
8,insufficient_data,stream-1 · RX0,0.0,0,complete,cap-20260823T120914-2fb2b61aab4b
212,complete,stream-1 · RX1,0.009433962264150943,2,partial_coverage,cap-20260823T120914-2fb2b61aab4b
96,complete,stream-0 · RX1,0.23958333333333334,23,complete,cap-20260823T120914-2fb2b61aab4b
192,complete,stream-0 · RX0,0.13541666666666666,26,complete,cap-20260823T120914-2fb2b61aab4b
96,complete,stream-0 · RX1,0.052083333333333336,5,complete,cap-20260823T121207-a425c08db278
240,complete,stream-1 · RX1,0.0125,3,partial_coverage,cap-20260823T121207-a425c08db278
68,complete,stream-1 · RX0,0.058823529411764705,4,complete,cap-20260823T121207-a425c08db278
144,complete,stream-0 · RX0,0.22916666666666666,33,partial_coverage,cap-20260823T121207-a425c08db278
197,complete,stream-0 · RX1,0.12690355329949238,25,complete,cap-20260823T121500-1549f8e17f0e
184,complete,stream-1 · RX1,0.03260869565217391,6,complete,cap-20260823T121500-1549f8e17f0e
128,complete,stream-0 · RX0,0.1875,24,complete,cap-20260823T121500-1549f8e17f0e
110,complete,stream-1 · RX0,0.16363636363636364,18,partial_coverage,cap-20260823T121500-1549f8e17f0e
121,complete,stream-0 · RX0,0.09090909090909091,11,complete,cap-20260823T121800-1b13c9a3deb5
5,complete,stream-0 · RX1,0.2,1,complete,cap-20260823T121800-1b13c9a3deb5
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T121800-1b13c9a3deb5
160,complete,stream-1 · RX1,0.06875,11,complete,cap-20260823T121800-1b13c9a3deb5
28,complete,stream-1 · RX0,0.07142857142857142,2,complete,cap-20260823T122100-237b879c5bd8
16,complete,stream-0 · RX1,0.3125,5,complete,cap-20260823T122100-237b879c5bd8
16,complete,stream-0 · RX0,0.3125,5,complete,cap-20260823T122100-237b879c5bd8
104,insufficient_data,stream-1 · RX1,0.0,0,complete,cap-20260823T122100-237b879c5bd8
32,complete,stream-1 · RX0,0.59375,19,complete,cap-20260823T122400-3e76e386934e
112,complete,stream-0 · RX1,0.19642857142857142,22,complete,cap-20260823T122400-3e76e386934e
56,complete,stream-0 · RX0,0.017857142857142856,1,complete,cap-20260823T122400-3e76e386934e
136,complete,stream-1 · RX1,0.029411764705882353,4,complete,cap-20260823T122400-3e76e386934e
124,complete,stream-0 · RX1,0.04838709677419355,6,complete,cap-20260823T122700-0f0409ec36c0
176,complete,stream-1 · RX1,0.017045454545454544,3,complete,cap-20260823T122700-0f0409ec36c0
16,complete,stream-0 · RX0,0.5,8,complete,cap-20260823T122700-0f0409ec36c0
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T122700-0f0409ec36c0
208,complete,stream-1 · RX1,0.009615384615384616,2,partial_coverage,cap-20260823T123000-7d9bf279ce51
48,complete,stream-1 · RX0,0.1875,9,complete,cap-20260823T123000-7d9bf279ce51
236,complete,stream-0 · RX1,0.08050847457627118,19,partial_coverage,cap-20260823T123000-7d9bf279ce51
240,complete,stream-0 · RX0,0.10833333333333334,26,partial_coverage,cap-20260823T123000-7d9bf279ce51
80,complete,stream-0 · RX0,0.0125,1,complete,cap-20260823T123300-c314b8b8743a
96,complete,stream-1 · RX0,0.11458333333333333,11,complete,cap-20260823T123300-c314b8b8743a
252,complete,stream-1 · RX1,0.011904761904761904,3,partial_coverage,cap-20260823T123300-c314b8b8743a
167,complete,stream-0 · RX1,0.017964071856287425,3,complete,cap-20260823T123300-c314b8b8743a
48,insufficient_data,stream-0 · RX0,0.0,0,complete,cap-20260823T123600-af912444ceca
64,complete,stream-0 · RX1,0.03125,2,complete,cap-20260823T123600-af912444ceca
224,insufficient_data,stream-1 · RX1,0.0,0,partial_coverage,cap-20260823T123600-af912444ceca
78,complete,stream-1 · RX0,0.07692307692307693,6,complete,cap-20260823T123600-af912444ceca
224,complete,stream-0 · RX1,0.12946428571428573,29,partial_coverage,cap-20260823T123900-885a0a1407c0
198,complete,stream-1 · RX0,0.15656565656565657,31,partial_coverage,cap-20260823T123900-885a0a1407c0
128,complete,stream-0 · RX0,0.171875,22,partial_coverage,cap-20260823T123900-885a0a1407c0
242,complete,stream-1 · RX1,0.03305785123966942,8,partial_coverage,cap-20260823T123900-885a0a1407c0
110,complete,stream-1 · RX0,0.06363636363636363,7,complete,cap-20260823T124200-2d84faf9d282
214,complete,stream-1 · RX1,0.014018691588785047,3,complete,cap-20260823T124200-2d84faf9d282
96,complete,stream-0 · RX1,0.08333333333333333,8,complete,cap-20260823T124200-2d84faf9d282
96,complete,stream-0 · RX0,0.20833333333333334,20,complete,cap-20260823T124200-2d84faf9d282
0,no_result,stream-0 · RX1,,0,no_result,cap-20260823T124500-aeeb35522ab9
0,no_result,stream-0 · RX0,,0,no_result,cap-20260823T124500-aeeb35522ab9
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T124500-aeeb35522ab9
0,no_result,stream-1 · RX1,,0,no_result,cap-20260823T124500-aeeb35522ab9
151,complete,stream-0 · RX1,0.1986754966887417,30,complete,cap-20260823T124800-650468f8f57d
22,complete,stream-1 · RX0,0.09090909090909091,2,complete,cap-20260823T124800-650468f8f57d
140,complete,stream-0 · RX0,0.14285714285714285,20,complete,cap-20260823T124800-650468f8f57d
204,complete,stream-1 · RX1,0.004901960784313725,1,complete,cap-20260823T124800-650468f8f57d
170,complete,stream-1 · RX1,0.023529411764705882,4,complete,cap-20260823T125100-15f477ec3c2e
6,insufficient_data,stream-0 · RX0,0.0,0,complete,cap-20260823T125100-15f477ec3c2e
145,complete,stream-0 · RX1,0.020689655172413793,3,partial_coverage,cap-20260823T125100-15f477ec3c2e
32,insufficient_data,stream-1 · RX0,0.0,0,complete,cap-20260823T125100-15f477ec3c2e
0,no_result,stream-0 · RX0,,0,no_result,cap-20260823T130000-3b8996fa984b
126,complete,stream-0 · RX1,0.07142857142857142,9,complete,cap-20260823T130000-3b8996fa984b
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T130000-3b8996fa984b
93,complete,stream-1 · RX1,0.010752688172043012,1,complete,cap-20260823T130000-3b8996fa984b
16,complete,stream-0 · RX1,0.0625,1,complete,cap-20260823T131519-2504637dc8f8
32,insufficient_data,stream-0 · RX0,0.0,0,complete,cap-20260823T131519-2504637dc8f8
32,insufficient_data,stream-1 · RX1,0.0,0,complete,cap-20260823T131519-2504637dc8f8
16,complete,stream-1 · RX0,0.0625,1,complete,cap-20260823T131519-2504637dc8f8
58,complete,stream-1 · RX0,0.1896551724137931,11,complete,cap-20260823T131801-604f88d26a85
192,complete,stream-0 · RX1,0.09375,18,partial_coverage,cap-20260823T131801-604f88d26a85
162,complete,stream-1 · RX1,0.018518518518518517,3,partial_coverage,cap-20260823T131801-604f88d26a85
64,complete,stream-0 · RX0,0.109375,7,complete,cap-20260823T131801-604f88d26a85
43,complete,stream-1 · RX0,0.18604651162790697,8,complete,cap-20260823T132100-7e848cfd1394
80,complete,stream-0 · RX1,0.1,8,complete,cap-20260823T132100-7e848cfd1394
94,complete,stream-0 · RX0,0.2978723404255319,28,complete,cap-20260823T132100-7e848cfd1394
138,complete,stream-1 · RX1,0.043478260869565216,6,complete,cap-20260823T132100-7e848cfd1394
112,complete,stream-0 · RX1,0.14285714285714285,16,complete,cap-20260823T132400-e36b1b963036
118,complete,stream-1 · RX0,0.11016949152542373,13,complete,cap-20260823T132400-e36b1b963036
224,insufficient_data,stream-1 · RX1,0.0,0,complete,cap-20260823T132400-e36b1b963036
64,complete,stream-0 · RX0,0.359375,23,complete,cap-20260823T132400-e36b1b963036
256,partial,stream-1 · RX1,0.015625,4,partial_coverage,cap-20260823T132700-1f1a9f00d07d
69,insufficient_data,stream-0 · RX1,0.0,0,complete,cap-20260823T132700-1f1a9f00d07d
0,no_result,stream-0 · RX0,,0,no_result,cap-20260823T132700-1f1a9f00d07d
192,complete,stream-1 · RX0,0.17708333333333334,34,partial_coverage,cap-20260823T132700-1f1a9f00d07d
256,partial,stream-1 · RX1,0.0078125,2,partial_coverage,cap-20260823T133000-05e02094d704
142,complete,stream-0 · RX0,0.24647887323943662,35,partial_coverage,cap-20260823T133000-05e02094d704
106,complete,stream-1 · RX0,0.11320754716981132,12,complete,cap-20260823T133000-05e02094d704
224,complete,stream-0 · RX1,0.08482142857142858,19,partial_coverage,cap-20260823T133000-05e02094d704
208,insufficient_data,stream-1 · RX1,0.0,0,partial_coverage,cap-20260823T133300-eb7033a60d1c
32,complete,stream-0 · RX0,0.15625,5,complete,cap-20260823T133300-eb7033a60d1c
83,complete,stream-0 · RX1,0.060240963855421686,5,complete,cap-20260823T133300-eb7033a60d1c
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T133300-eb7033a60d1c
128,complete,stream-1 · RX0,0.09375,12,complete,cap-20260823T133600-e6a64a20edaf
128,complete,stream-0 · RX0,0.1640625,21,complete,cap-20260823T133600-e6a64a20edaf
222,insufficient_data,stream-1 · RX1,0.0,0,partial_coverage,cap-20260823T133600-e6a64a20edaf
220,complete,stream-0 · RX1,0.09545454545454546,21,complete,cap-20260823T133600-e6a64a20edaf
16,insufficient_data,stream-0 · RX1,0.0,0,complete,cap-20260823T133900-e9ac7614124b
16,complete,stream-1 · RX0,0.1875,3,complete,cap-20260823T133900-e9ac7614124b
87,complete,stream-1 · RX1,0.04597701149425287,4,complete,cap-20260823T133900-e9ac7614124b
32,complete,stream-0 · RX0,0.125,4,complete,cap-20260823T133900-e9ac7614124b
64,insufficient_data,stream-1 · RX0,0.0,0,complete,cap-20260823T134200-2d7cd9a08d04
240,insufficient_data,stream-1 · RX1,0.0,0,partial_coverage,cap-20260823T134200-2d7cd9a08d04
68,complete,stream-0 · RX1,0.014705882352941176,1,complete,cap-20260823T134200-2d7cd9a08d04
7,insufficient_data,stream-0 · RX0,0.0,0,complete,cap-20260823T134200-2d7cd9a08d04
32,insufficient_data,stream-1 · RX1,0.0,0,complete,cap-20260823T134500-a3357e0a77fc
160,complete,stream-0 · RX0,0.1,16,partial_coverage,cap-20260823T134500-a3357e0a77fc
192,complete,stream-0 · RX1,0.06770833333333333,13,partial_coverage,cap-20260823T134500-a3357e0a77fc
64,complete,stream-1 · RX0,0.109375,7,complete,cap-20260823T134500-a3357e0a77fc
0,no_result,stream-1 · RX0,,0,no_result,cap-20260823T134800-272180665c42
168,complete,stream-0 · RX1,0.125,21,complete,cap-20260823T134800-272180665c42
256,insufficient_data,stream-1 · RX1,0.0,0,complete,cap-20260823T134800-272180665c42
96,complete,stream-0 · RX0,0.17708333333333334,17,complete,cap-20260823T134800-272180665c42
224,complete,stream-1 · RX1,0.022321428571428572,5,partial_coverage,cap-20260823T135100-3e6a71233bab
75,complete,stream-1 · RX0,0.06666666666666667,5,complete,cap-20260823T135100-3e6a71233bab
143,complete,stream-0 · RX1,0.13986013986013987,20,partial_coverage,cap-20260823T135100-3e6a71233bab
