session_id,published_ns,rate_msps,tracklet_id,channel,edge,observations,evaluation_observations,span_s,best_norad,runner_norad,best_rms_hz,runner_rms_hz
scan-fw-4f2ab8b2ffd60b4b,1789877934338422684,15.0,sha256:2c30d8fc36ad3bcace9b88c5d44127e1892807ee7b871646a70a4e46e342271b,4,upper,23,10,25.254151074999996,59351,51731,39.82499584644443,67.90165138184541
scan-fw-4f2ab8b2ffd60b4b,1789877934338422684,15.0,sha256:734de23d45e10be12353b00394965472ac939fa423dfac5ffd3bfec981c7e8a1,2,upper,55,22,33.116163189999995,63470,61675,102.41979293099688,534.7186752449301
scan-fw-ebbc8ef303acf34e,1789877367800077194,20.0,sha256:17e1df738ce814b2abc975cd2599c49217e35fd87df718a359c669ed55243f97,3,upper,26,11,10.389301454000005,65239,100281,72.33424506447797,189.0907160549763
scan-fw-16cc188051aa3a6c,1789876141038705510,15.0,sha256:3d9ea6cde321818d5b61f0c211879bb89b291d05d7e9ed296b8e7aac67bcdbdb,4,lower,15,6,11.505332242999998,100162,65743,24.02581949766754,187.35346989777392
scan-fw-16cc188051aa3a6c,1789876141038705510,15.0,sha256:58e2a287ffb5c7fd14034d3112ee548011b4f7fead0ab6bc14d3a7e81110f063,2,lower,21,9,18.798956256000025,68784,68818,27.238956660526977,1965.921520379319
scan-fw-16cc188051aa3a6c,1789876141038705510,15.0,sha256:eff6599cc5e036821f66c004bdffdf40b824fdf9eb53b3c8439ec9c38566b680,1,lower,17,7,9.540011115000027,68784,68818,33.285029053234844,1079.6370497859934
scan-fw-33676a797773cca1,1789875589713598756,20.0,sha256:c564efa0df8e1f9ef921731429fdb232b87c1e6eae046f0247a9552fc22ae6b8,1,lower,42,17,22.04230671899998,59741,67661,64.76993649768022,515.8656373331565
scan-fw-cdba62ba6aff7b31,1789875484843462452,10.0,sha256:1dead195bfc66bd9f7da8eb2b98c04c133c5a64842405835f685d04ddf6d57b8,1,upper,20,8,12.485433760999967,56289,48293,53.86793441314636,166.97333841529556
scan-fw-8f727a1e8435c80f,1789874332265547225,15.0,sha256:62a9808f46b455ffca2ed794c92824efd051ce9305e3b1cf14b48eab7f786ad1,1,upper,15,6,9.401337846999994,69345,68904,56.04164415334035,55.69884760034961
scan-fw-8f727a1e8435c80f,1789874332265547225,15.0,sha256:1aca1f55e4f708857e84e1a7740b45db9782cc01682eecd04fdecff192521ff3,4,upper,16,7,14.730727018999971,61963,63312,84.81362288269354,190.07258346751368
scan-fw-89ea2432bee57395,1789873687177752202,10.0,sha256:66ed7e6fdd14ccf0cccfdd3d868e87f66aaa1cb31b931d07b7fb29bd67eb0918,2,lower,34,14,16.836342934999998,59746,62782,43.83463924260095,236.759027277469
scan-fw-89ea2432bee57395,1789873687177752202,10.0,sha256:770fba3d309a5801160775fcd091763eeac98f8bf701a394f0999ddfb6e2c40f,3,lower,40,16,23.716052226000002,62763,62776,25.318501654734956,275.03980923323104
scan-fw-7d4671b6677694cb,1789873187190249070,20.0,sha256:1d3102dcead532b4bdd71732f5fb08a2eba7d70e6d82dcefed7242d6494818c8,3,upper,30,12,20.773321563,64365,100116,66.63790168829317,1388.0153576980886
scan-fw-68816fd4b9bd01df,1789873180247340691,15.0,sha256:a09bae839c8ec3f0c376761b38718c5f53c4629b8ee23ca75fd4c23bb9b361e1,2,lower,34,14,33.531758859,61853,48685,52.37684575665407,1782.5198099388397
scan-fw-68816fd4b9bd01df,1789873180247340691,15.0,sha256:771b3e86c15ea6f2e75fc01a6d2063b899bfeeb495a37e354ec8da85407be082,3,lower,27,11,14.030345647999994,64344,60730,26.73841096593409,488.1849462530733
scan-fw-b6b69bc6b34fbef0,1789870695610436910,10.0,sha256:ea5a8b981d88efdfceb54522901a5df039a9d87ff2095a5fe5b001a6c1c1ba2f,4,lower,52,21,32.547027396999994,69530,59083,24.400289381047337,2094.091858633945
scan-fw-b6b69bc6b34fbef0,1789870695610436910,10.0,sha256:0e4a92df5c2550a1b2df9899fae13295787ac48f0d15a809ea0a451f161f42b7,2,lower,17,7,13.888680265000005,67361,52838,18.003606070944755,220.40159035313945
scan-fw-4ddae62decbd1c61,1789868926955312434,15.0,sha256:2810c272cc86842bcdf5e99e82ffdaa0e70fc72832da13ce5067001b2b5d0ac1,2,lower,50,20,22.032473858000003,62146,63364,51.74442679758499,604.612607224146
scan-fw-0ab75ea0586e9421,1789868255312090547,10.0,sha256:08f20ac44f3d1259e05e009dd551a042d7ac547c85b452036794386030bbee62,2,upper,46,19,30.869187085999982,62527,60268,55.92898085200475,415.2371757023453
scan-fw-0dffa0108b6c66c5,1789867758839916813,20.0,sha256:5d16a5c34909a6f120559c1fc027041d3b4751634e138d5df9864e8540de47fb,3,lower,21,9,11.932784846999994,56137,62530,111.38172935394762,53.51792109656992
scan-fw-0dffa0108b6c66c5,1789867758839916813,20.0,sha256:ea55b1224c7e647bea78fe0411205913d3b588ced9f19f13880a193d9e16c6c0,3,lower,18,8,11.225589001000003,62281,53902,45.89809767697403,25.86845593776823
scan-fw-0dffa0108b6c66c5,1789867758839916813,20.0,sha256:1e9a4328eb159dd4c678788f33a5c7bc863690d44f53dae081b48c261312ca47,1,lower,22,9,10.80668456799998,62281,53902,18.212908495454617,137.52474551526714
scan-fw-d25974dcbdfbdfc8,1789867106245429329,15.0,sha256:64f47d254b2f135d1a140a1e4ca13efcd62e9ad471f1ef02235cfc8d03ab781b,1,upper,18,8,13.32929751200001,58845,63074,62.19778118068122,477.26861306906034
scan-fw-9ed060e1f5b5a682,1789866445295552344,10.0,sha256:0a523f2bed0de5c017ae7d808ea770f5ee7d831da3d2fac1593ef6a5c6a62d00,4,lower,23,10,16.276081215000005,66135,56352,44.190905081973355,465.77737492504673
scan-fw-9ed060e1f5b5a682,1789866445295552344,10.0,sha256:193ae61305fccf5ecf13fe21e8a88dfeeee57c3e54301ae3a0ec70f4bf0c5b6d,1,lower,22,9,11.926699635999995,66135,56352,32.27099481050166,137.01049031505963
scan-fw-9ed060e1f5b5a682,1789866445295552344,10.0,sha256:c0a97096f39aac9ca84c8849f6bd1f7ab9adc2b50ac039a6c0348a950d1e33aa,3,lower,23,10,15.154725331999998,63066,56336,22.413976801304564,96.96053697066748
scan-fw-9ed060e1f5b5a682,1789866445295552344,10.0,sha256:a4b4c1aadd6a303206c73600478a80cc93ab3c54597dcab3923c3dd164b84026,2,lower,19,8,12.765224999999987,59240,66328,39.396310568960374,546.7269115861598
scan-fw-eeb5e703b5901f5e,1789865298268662574,15.0,sha256:f0fb17f0c1d78a2e0aac0ceb9f250fcc4bc3a2320a4473517a5d3d18f0c5970b,3,lower,23,10,19.361390574,67456,57854,89.1602712148376,375.8524981383705
scan-fw-eeb5e703b5901f5e,1789865298268662574,15.0,sha256:a09c073bf36acc57f2fb88c6089a055b57112275412f8c89dbe2ab00643bdeda,2,lower,15,6,9.401004088000036,68252,60930,29.824761381731534,231.41909027113664
scan-fw-0e0aae67f5769fe4,1789864643245774282,10.0,sha256:374ea2a4a443ad885902d5a919a936b3779fb6db5ff23654a2dbd532b2bceafe,1,upper,25,10,13.606702269000001,68714,60932,120.84149573460067,757.3480939806766
scan-fw-0e0aae67f5769fe4,1789864643245774282,10.0,sha256:e71d09d1b8c85c219067c43bb6114536e488e6aa5a691e486a13c8e297854654,4,upper,15,6,12.628570647999993,62103,64240,31.836177755703243,951.8638961179159
scan-fw-0e0aae67f5769fe4,1789864643245774282,10.0,sha256:3792c8bc73cb708cec6b61aa1b41d58e0a5be360a673766c061fe2a252d234fd,1,upper,31,13,28.335437928999994,68713,66254,90.61068732691656,612.1200803627818
scan-fw-0e0aae67f5769fe4,1789864643245774282,10.0,sha256:0413b52fe18b394a9de807b83299b45fcd94a02e3777a84ec64464ff54f84b2d,4,upper,17,7,11.78399227899996,67455,52630,26.968991514410014,179.13234069088975
scan-fw-52c10f8dff26bdc3,1789863498352620716,15.0,sha256:072a4c5f5fc24e66ca5cfa63fc0c802a8f2aed1c88cef326d260ca14bbb9cd0d,4,upper,31,13,27.500002087000013,63080,47887,30.86369803834298,782.3221034650569
scan-fw-52c10f8dff26bdc3,1789863498352620716,15.0,sha256:ff34049c218410112a128fe0e2e8ce1bfb3396630646b7847cd66d0de9cf8b56,1,upper,14,6,13.468820354999991,63080,47887,123.46183835667044,210.57729045481935
scan-fw-52c10f8dff26bdc3,1789863498352620716,15.0,sha256:39f5a25acfd8d43a03ab1e6a1c41d7b3bc14384183c13c1f6266ea3656f486c2,3,upper,20,8,9.961316381999978,63080,66238,66.61305722311951,185.27281039616693
scan-fw-b43c06c322ffc878,1789862846899349309,10.0,sha256:4f8124558595dc29da57fe02fbb48e18c694978e6fab17f89d25a6a2a28090bf,1,lower,19,8,13.890700392,66900,59333,174.94423851937373,136.75610530024045
scan-fw-5f3708e20b2f15db,1789861741106458344,15.0,sha256:28d73eb01419c02bbb4ac5b9c5212d488d16d42f6132ed7cd9824ad20677d91c,2,lower,14,6,13.470830199999998,68401,64332,171.34583373020237,129.47955996274962
scan-fw-5f3708e20b2f15db,1789861741106458344,15.0,sha256:4da73c13ed8ee836ef684d7d3653d92bb54c0ae146983972a89629a087919a8b,2,lower,16,7,14.312078028000002,59632,53709,15.251057977025189,107.861210830132
scan-fw-71fe03e8aa13773d,1789859916545625373,15.0,sha256:01195dbb2806b1b77c891b43669aad824a97bf3756a757696595324698e8c5da,3,upper,14,6,10.384695184000009,59731,64300,25.572764319396565,158.35444273764034
scan-fw-b9f073d302d65e12,1789859355365172072,20.0,sha256:7aa4828bf907cc88da25c8b9a060323f41afbb117f4d0778dbbd983ada77159f,1,upper,41,17,18.38936763700002,59745,61545,36.8363129445759,794.4217617958996
scan-fw-a1dcbc03bf604dbd,1789858110442298811,15.0,sha256:492f0b444c6aa992e6708e3499e609ab337d0f411ee3c3c2da5d8e29c06155da,3,lower,17,7,19.079786439000003,63909,53604,27.688119401101147,38.35039730291845
scan-fw-f5d74dc978b1649c,1789857583295057960,20.0,sha256:17b91527acd621028331ecb902279c667b5629414476bc48bfd8d06614dece5b,4,lower,34,14,21.613659690999995,63972,51808,44.22417631536651,227.2884403315945
scan-fw-f5d74dc978b1649c,1789857583295057960,20.0,sha256:e91089bc77225de41b979ba7bac496b0d88833f896d0123789089595a9e78ebc,4,lower,14,6,9.683988443999993,68566,53475,34.785258565476845,83.80835316259972
scan-fw-f5d74dc978b1649c,1789857583295057960,20.0,sha256:432f415084ca88640cd3a67e3b8251fb26c29c9e4d7f22524490c5962098f100,2,lower,40,16,25.967246883,63814,53620,35.849645590249686,864.519852399978
scan-fw-ad50d8462a371a53,1789856329170588800,15.0,sha256:f4b11c900d7604a93a9d2be85954aafdb782ed7d401a80d0b01bb2daa0687dfa,3,upper,43,18,29.049162069999994,58514,66948,38.51152583911325,1284.630323777157
scan-fw-ad50d8462a371a53,1789856329170588800,15.0,sha256:fb6563deb255ef03d398eadc6435d86e9af91f0b9358faded750af2da6da4715,1,upper,15,6,10.521690855000003,58609,68570,181.39019473140624,331.7915257053613
scan-fw-ab40677ea6f28b2d,1789855663524445537,10.0,sha256:179d3ecbcb7c8054fdb9dfd8175090353bc43a16d9a57d4542d4baa42e918776,1,lower,16,7,14.17068261,66083,45582,112.23613513518855,1267.966601496267
scan-fw-ab40677ea6f28b2d,1789855663524445537,10.0,sha256:ca61ad1cdabeb6b320645f96c5fc385d5921d3cbf235cb57a23b7122a9595687,4,lower,23,10,17.53738115600001,67116,53982,22.977857892139724,217.4573705732143
scan-fw-f6c184cd03fbc4c2,1789855178400688155,15.0,sha256:e3157d302c6486a8085f16a0a4c066a09eb37cc0d660c71e9bb3476c019fcdb6,1,lower,40,16,32.410733210000004,62743,58524,75.27171583538255,2810.4386532270637
scan-fw-f6c184cd03fbc4c2,1789855178400688155,15.0,sha256:119fa144a9d83ff5d71f23de423ea705463213400fff93872229b697feb80e82,2,lower,22,9,14.029370982000003,62743,58524,112.53433032899801,1686.315488177818
scan-fw-37f35e7dc933570c,1789854006346996955,15.0,sha256:d6f5cb33a6ebcec7dabbadcccb2fa621461cb6cb7e4fe890d908b7484a1f6ee2,3,upper,21,9,15.293363719000013,68322,45230,76.27300214216625,557.6694841937258
scan-fw-c5d49207f25ca4e2,1789853911452682722,10.0,sha256:e9736816799c16431ca858013b859b503a02b2f09a1727cf546a549210d57876,2,upper,17,7,19.64271823,59184,65698,34.86099840613822,154.70360476988793
scan-fw-c5d49207f25ca4e2,1789853911452682722,10.0,sha256:cf283640388ab1956b98a9d548bfeda11a57c56fed4060df50fe8f70d8565d1b,4,upper,23,10,14.871942645000004,65698,59184,102.91733737224205,95.11186529634739
scan-fw-c5d49207f25ca4e2,1789853911452682722,10.0,sha256:7af59e05d8cca23e43e43ca31e8c94053be027be4c339f085885a50f5bba5af2,2,upper,52,21,31.710752917999997,64917,53478,46.353043708043664,2301.068672369461
scan-fw-c5d49207f25ca4e2,1789853911452682722,10.0,sha256:b52959c3bb1212e9a29bb1749dfa935f694b94bf0527c8c82760e6f80384bf1c,2,upper,42,17,22.448720324999982,64709,51717,27.777857205393204,645.1724938051535
scan-fw-c0e63a90663e67fe,1789852205075903910,20.0,sha256:1eef228d3a0cd6410d4164a8cb4768f2ab4f013d2b7fc70ca25cbec4a67fe281,4,upper,31,13,28.069372676,58721,61697,108.96107617746551,1572.3275642389895
scan-fw-15654253cc41118a,1789852097883286553,10.0,sha256:18f6bcef3dc91fba2b976a9b2b14c5d95cbcd9c969949fb30dd1c452dd8a0f28,1,lower,33,14,20.220027950000002,58670,62147,89.07112823746547,2007.3274191313217
scan-fw-15654253cc41118a,1789852097883286553,10.0,sha256:8e6aaacd7c979237c0f89198fefc9ae85007ff1e23b75ff63997f0e0c906cf79,2,lower,56,23,38.165401741,63202,66360,47.824864236076124,1119.892902231045
scan-fw-15654253cc41118a,1789852097883286553,10.0,sha256:f60b57d2a02c059aaa1c7bda5151c8f956564692db8d85453f84e06e5a0cfee0,2,lower,49,20,27.078534208000008,66360,63202,41.54877185069102,2773.396128755039
scan-fw-567bae61c861bf62,1789850915097261052,15.0,sha256:b192a9865c0a4a6eac9683422fbf09bd65af2bae33a472433528d834645e0ef0,1,lower,25,10,13.613286552000005,64598,67889,24.390130414528116,261.4285869617391
scan-fw-567bae61c861bf62,1789850915097261052,15.0,sha256:58b8fb8877db7a7eaeceefb3b2235260743bfa29a2a6dd24859608701c73dc44,1,lower,22,9,13.887965173999987,57612,48405,37.768038480524375,76.42326822737719
scan-fw-567bae61c861bf62,1789850915097261052,15.0,sha256:2fccde3be029fdfac78e2003e99d883d6f5baf660f256d8f926ecc882b71ba29,3,lower,22,9,24.41377523700001,63861,62420,138.01159188567567,254.3871197612615
scan-fw-567bae61c861bf62,1789850915097261052,15.0,sha256:65dcf99dfd107690fe38e650aa9f6dc7f8e6452648f35da2928fbf3a29b0c640,1,lower,16,7,8.97998753600001,63069,58712,17.46004927583703,146.87598408860975
scan-fw-567bae61c861bf62,1789850915097261052,15.0,sha256:ca9fb66a0407fda84bb4e1b39bfde74491dcc31d3aa20b3bec08215c5aaaea11,1,lower,23,10,14.170740883000008,63861,62420,26.21761791139671,914.8120094176295
scan-fw-e600ac9f4277cbe1,1789850247929510190,10.0,sha256:acd4944768c1d4e8f8e062280703983ca502c7c8d5de1026d7440ec2ba8732b3,4,upper,23,10,23.713389047,64145,53256,42.281207785775656,479.84193212295526
scan-fw-7e25f69f72cd4d6f,1789848448963751593,10.0,sha256:969cec5121d99b4e1f407b94270959ab1536638621036f62e41a4c8d002c6d77,2,lower,19,8,12.909345822999999,60442,62558,37.15145715000659,1808.675422383378
scan-fw-7e25f69f72cd4d6f,1789848448963751593,10.0,sha256:a42e15774708244cfc6a4a0eebe74b950c5477b0cabff6cd618afd207589a007,1,lower,20,8,17.11812394199999,59644,58634,62.09203233719309,100.6726408355098
scan-fw-7e25f69f72cd4d6f,1789848448963751593,10.0,sha256:798febefa829c6bba384b7e67c121366a01b4b95ae86d09b6fac3b788b7f8328,4,lower,15,6,12.20543206100001,62118,61692,87.12068399381586,406.7036654354796
scan-fw-d95eb41ad24ad386,1789847961099897733,20.0,sha256:b4b608a18d45db80d2e04e02b36c94fa0fa92a5031634c261ec6fc30bca29c34,4,upper,44,18,26.951964544999996,61216,58488,145.85938554483022,1649.4798650240577
scan-fw-edfdbf96c564b086,1789847308103585908,15.0,sha256:85b4e5da644e77e4429a09da7781448f9acd1e6592d30f4e314ff5fff5c66dea,3,lower,14,6,9.965918650999981,61218,57993,105.07718030891678,81.35869354661146
scan-fw-6f8ab737878e0ea0,1789845492947967835,15.0,sha256:18dfd1606afd48769695641aa79595e053a3f6916e05c3fe80099701906803e7,3,upper,19,8,10.104022335,64333,62817,84.11291636392507,421.05362453437925
scan-fw-6f8ab737878e0ea0,1789845492947967835,15.0,sha256:608c5f468f2db5e5143a500777b7e67a34e1462cb8e221640a04727d6116f3a0,1,upper,40,16,36.90125112700001,58408,46702,80.81366702207036,1209.625744228508
scan-fw-6f8ab737878e0ea0,1789845492947967835,15.0,sha256:a6e8fe188c361231119a78f45db37f4a05cb5b4848640aacb0a0dc4a8eaa56d6,2,upper,27,11,15.715840442000001,60365,68264,102.50720184986675,597.0532661031766
scan-fw-6f8ab737878e0ea0,1789845492947967835,15.0,sha256:683553f1cf2c1267f8ffef69a457f65560f1e4068375770dfdecaab16a01abaf,4,upper,14,6,16.698767437000015,60365,68264,129.0935135279044,853.314018458939
scan-fw-6f8ab737878e0ea0,1789845492947967835,15.0,sha256:0a1b0700c4f1ec14be517497c36f033a58b8f1c994f670ab7f556746e9c82494,1,upper,25,10,12.765049267999984,66598,50840,80.15084014762937,412.6119066407559
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:ae7a3fc355fec51664aad296b20cf7962f56ece71eb41b5ff102d8309e829e9b,2,lower,35,14,20.062681422,64331,58941,48.82607046176961,277.0847572936904
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:af2fc41ada3f08dbbae65b8285f904d6c00fd4f44f4d48069e0ffcad668ae471,4,lower,26,11,25.816289191,63778,62127,52.2012379822374,243.8181082892561
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:042fd8dc948513b77c6fc85e25ea4d28133ecee1c607474635ae068a82e6785c,2,lower,38,16,21.464165620000017,65632,63786,51.283116957982095,294.8018497467725
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:1c3a3ab6618d6d43276ab5d3522ee0a629c721103c18c01f4cf924435ea6b1c6,4,lower,43,18,32.82971997000001,65632,65063,43.231611180044624,730.1148180442167
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:ca0f573552befa8cda1c16c1be5d99bcbb0bf56e71ccbe38ae211bd76c1575af,1,lower,15,6,11.924014618000001,65632,65063,49.005767029860095,199.25089109752423
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:de63d55f14538b884c87444b849752c2d48742c345e414891850a79d1be6d63c,2,lower,30,12,14.873405023999993,59419,50848,95.69833918063702,302.99134121703963
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:33462a8545c9640c301325f9a2e510261e67a31b2f7e6bb17eba6861bab71a9c,1,lower,30,12,34.238742108,58936,59419,140.01860847507777,3287.0021804818243
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:047c0808bfd61b8a0bf0f9192af8fefd4ab604be03c64b3f7860ca46807712cb,3,lower,19,8,10.945391523000012,59419,65632,25.635685564569744,306.4707107501105
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:8b49abc41b0697c8419a9bcc377e8847273e20013ba4b41414ef47d5f8245515,2,lower,18,8,11.085770498000016,58936,59947,14.436095696340187,356.64045833520487
scan-fw-247132319f655229,1789844845128694695,10.0,sha256:86b2641f786c8eb47cd50da6814f5180db03da3e1f1314bfc83711841572c54b,3,lower,20,8,12.349330323000004,63797,48019,31.831925834406647,508.9553718614628
scan-fw-9159f3214daec077,1789843742101647885,15.0,sha256:8090e6e02cdd96fbfd78b1ebdceb4549443d9036ad0059a6929790808671740c,1,lower,14,6,8.698705312,66799,69195,19.135167312137504,148.71395271236926
scan-fw-9159f3214daec077,1789843742101647885,15.0,sha256:15e16fc14e8ec62c3094abd6e723924a7829d652c11ee7fa9e00ad8aa554d152,3,lower,26,11,17.25885115599999,68008,63926,38.99598618865495,40.75735824821983
scan-fw-9159f3214daec077,1789843742101647885,15.0,sha256:c58a87292d0c4d906373bec51b06f03d4f26b68a534bffd3d5f99774eb9789f0,1,lower,20,8,14.173299986000018,66792,60594,27.2003053562289,127.7485733235053
scan-fw-9159f3214daec077,1789843742101647885,15.0,sha256:75e722896b89b46804dd2bed3f0ad7b84e0f70437134832070c1fbe7cbf3c6e8,1,lower,26,11,15.85607348900001,65541,65064,30.885279524305552,201.77695429889525
scan-fw-3d679248b9074103,1789843061033655645,10.0,sha256:73c1a55101f3fba834543f91c1d244810f14384ae2ab94dd23e7f200ff4b8866,1,upper,45,18,20.625374625000003,69199,65610,77.88887981498483,498.49933187017473
scan-fw-3d679248b9074103,1789843061033655645,10.0,sha256:e28b3f17a97d602fd52a728ced20ee9a5c902acea30191658dd7cacb52f51e29,2,upper,68,28,32.27739522600001,62074,63008,69.32513848271826,651.6575071626231
scan-fw-3d679248b9074103,1789843061033655645,10.0,sha256:52964b77d5395356874887052b0cb6da37b9c6ba5bfc65988938b84e3bc5becd,1,upper,17,7,12.067986929,63777,44768,27.05883646285574,149.54424760349207
scan-fw-3d679248b9074103,1789843061033655645,10.0,sha256:701450d73c9733e29235a6e799708de91e039cff4816c601630229aa4c74abd2,4,upper,53,22,39.421455138,66813,53168,175.54325043659003,307.98021994680784
scan-fw-3d679248b9074103,1789843061033655645,10.0,sha256:ca1805b4cbac8d59ccd57b6a44b2e6bfdf56de7969dc5d387cd94ca5006da9a9,2,upper,24,10,13.744043019999992,66813,53168,88.79745224791972,87.21032228429891
scan-fw-70c34e9e17107f06,1789842583068198854,20.0,sha256:447b4efe20a293eb0b043df014e6af75565bed1642c2b458a80501c18cf0c158,4,lower,32,13,23.318701231000002,59157,63273,79.41398736788747,1706.9221745936625
scan-fw-70c34e9e17107f06,1789842583068198854,20.0,sha256:6ddf4430f72e9d5fe4ae1518cef4dbf4b00b76bda75951b550d425fc144ad28e,2,lower,15,6,14.754697598999998,59157,63273,18.409505799122403,497.6523129935608
scan-fw-70c34e9e17107f06,1789842583068198854,20.0,sha256:080712fc2e795536178fb193bfc23de168552bbdb6fbf16161162af4554b36ed,4,lower,20,8,22.604390233000004,55963,60587,33.029363400486204,443.74987882425404
scan-fw-0f11319b19cf5ba3,1789841922056338798,15.0,sha256:e7db235880e7e42e1c2f3e49987117a6f5b34c7fa901e1de18aea61042ca55c7,1,upper,18,8,11.504078453000002,62413,65038,108.23522846074668,108.32650900584801
scan-fw-0f11319b19cf5ba3,1789841922056338798,15.0,sha256:8a5b4b3c1733b1dbf4f79bc4e47eb88cedf3a03338c7db728158cf5cfa5d2331,4,upper,29,12,19.644147955000005,65867,58446,75.10841990727602,559.5411561760387
scan-fw-0f11319b19cf5ba3,1789841922056338798,15.0,sha256:bb4ff2f541f72bb042e7609534153beee2a53ad6ffd4c620a3ca18a169b01aea,1,upper,18,8,10.384059549,59173,56028,177.9517498993347,218.87960585942645
scan-fw-0f11319b19cf5ba3,1789841922056338798,15.0,sha256:86edd139759fea9e7f433055ddf48075fe8b5eef2caa6962979855e53cadfb62,4,upper,19,8,25.820261477000003,58445,62305,32.9744179011824,1188.567967910504
scan-fw-0f11319b19cf5ba3,1789841922056338798,15.0,sha256:789a02ac13af6234ae49aad87a528c3cec8d9cc94b08fca792001ccd83141dfd,1,upper,66,27,27.364092794000015,58445,67593,58.72589520391184,1104.2867928701282
scan-fw-0f11319b19cf5ba3,1789841922056338798,15.0,sha256:eddd2a89e817a54d9ab039920ede1f7b1cfe09566f4bc307e22afb377057915a,4,upper,42,17,26.380050684999958,60318,69204,73.47496402635122,1035.5349369936287
scan-fw-0f11319b19cf5ba3,1789841922056338798,15.0,sha256:8b1504030c98ff9d99d80001e15d07c1ea6d18289056c29b20a3a10ef4584bba,2,upper,25,10,17.537392816000022,59658,65601,53.068106454691545,495.93230169132073
scan-fw-01ede191d2da6359,1789841284762624987,10.0,sha256:875300bd03f49ca1f471c4b7b71cada17e8b3dd4cace2c7b3f7fb4b65c09643a,3,lower,21,9,19.786744626999997,67043,58985,28.668379987955046,217.5380326216969
scan-fw-01ede191d2da6359,1789841284762624987,10.0,sha256:93ffefdda323c87db4be38e25a7f45d2e7da322680c0a59a69623ea8aeba23b0,2,lower,51,21,32.977413416999994,65036,67570,152.42030084793893,1514.4903503075698
scan-fw-01ede191d2da6359,1789841284762624987,10.0,sha256:ccf8876e6ac61eeebcc9400a9f7f9e324277f50e659b5526a2ee76b8fbd232d3,1,lower,33,14,21.608574728999997,67570,65036,77.99415397239808,3134.6376486304775
scan-fw-01ede191d2da6359,1789841284762624987,10.0,sha256:0f2fc69db519ef4ca86f78a1bf8d532f5385db99adc7d66391449ca9fee3c094,2,lower,37,15,19.505499561000022,65024,63426,59.27055390108844,66.24080148967546
scan-fw-01ede191d2da6359,1789841284762624987,10.0,sha256:a674c2c68f2318adf9aa339c7ab4e44cb1b5c89f5ec5d5680e60824e9371ea1d,3,lower,67,27,39.145933609000025,63426,65024,85.97968912982543,255.25438893105368
scan-fw-01ede191d2da6359,1789841284762624987,10.0,sha256:a48e48491276925f42120a5b3350a519369d7051553e4f9f1faf3f83af42f9a2,1,lower,32,13,30.865292426999986,63426,65024,109.53498774270945,289.47002856265084
scan-fw-01ede191d2da6359,1789841284762624987,10.0,sha256:c893719f5fd40f628a4566ac4a96cefc1b98c59c6fbae4242b816b7d2c576559,2,lower,64,26,30.72403258099999,63426,65024,68.28660358574781,279.27174254702896
scan-fw-01ede191d2da6359,1789841284762624987,10.0,sha256:319b1ebc3efa00ecbf499bb52f990a694ae19eeaf7ec4158a2a8642125e7c546,1,lower,36,15,23.56815024499997,57052,59659,118.04699366781861,67.06147463398548
scan-fw-01ede191d2da6359,1789841284762624987,10.0,sha256:8302142aa992d38c5da2de79c8bdd276722ebd684d0603f9b3a781b860e6b1ad,3,lower,31,13,13.333327965000024,65030,59659,43.59302475004455,924.5126196830848
scan-fw-771671abb6589a15,1789840128284302995,15.0,sha256:7abe0770ed15f1bb769e5436a3c3a4a2c2b129ff8276f676db4094715e45fe45,4,lower,21,9,13.046882391999999,63321,48452,25.723478090939416,86.32458120488538
scan-fw-771671abb6589a15,1789840128284302995,15.0,sha256:b760f6d81373e3b8efa399bcdca1a249c90373ce62e60173a4b5f971b7fc18ba,3,lower,24,10,16.416055721999996,59610,49729,34.80929736861011,174.3994505704859
scan-fw-771671abb6589a15,1789840128284302995,15.0,sha256:6656036247063473c3bc754dfc5156439f0736c4f823ec0fa4dff3c731b35d83,4,lower,50,20,29.893329800000004,67743,49729,68.41291242582254,3089.5870752030655
scan-fw-771671abb6589a15,1789840128284302995,15.0,sha256:465a3902e6240711e46c1332879d7f4dd9499ada770be0040d027ddc0f542966,2,lower,53,22,29.320142138999984,68232,65025,154.53240294906507,1159.8314293996045
scan-fw-771671abb6589a15,1789840128284302995,15.0,sha256:0fdb21035eb95684f4dd64e74c2b2bb9346710d05099034cebd1031cae98db55,3,lower,16,7,16.416023178000017,68232,65025,92.90313250554078,716.191612452893
scan-fw-771671abb6589a15,1789840128284302995,15.0,sha256:a24eb988988d08379a49ffe66c458574b8fd2bb8e1ab8747413af1e9fea4b8fe,2,lower,65,26,43.50399607200001,59467,62307,41.52744686335396,2099.667184271001
scan-fw-771671abb6589a15,1789840128284302995,15.0,sha256:120bc5ced9be60ae8cdd11e2ba8c4755c97ef2c3faafcf828a80730048a914e4,4,lower,43,18,28.902865429000002,63685,56834,121.44999823302429,207.5799360269903
