method,frame_count,span_s,reference_time_s,cfo_hz,rate_hz_s,conditional_rate_sigma_hz_s,training_objective,even_exact_objective,even_control_objective,odd_exact_objective,odd_control_objective,even_exact_minus_control,odd_exact_minus_control,odd_cfo_rms_hz,odd_cfo_median_absolute_hz,cfo_search_boundary,rate_search_boundary,profile_support_complete,fit_symbols,validation_symbols,carrier_phase_connected,odd_symbols_influenced_fit,label,window_id,duration_ms,block_index,window_start_s,window_stop_s,initial_glrt_rate_hz_s,rate_delta_from_glrt_hz_s
frame_maxima,15,0.018666399999997196,23.130476,480129.9797561609,-3689.583720673207,1221.2239455834988,-7.96640089867508,-7.96640089867508,-1866.7214635284809,-12.203164377244173,-1964.6712043142738,1858.7550626298057,1952.4680399370297,30.82024724223211,30.64921220683027,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0056,20.0,56,23.1211428,23.1398092,-3613.7034108312128,-75.8803098419944
summed_profile,15,0.018666399999997196,23.130476,480123.5111097987,-3613.7034108312128,106.58045857767179,-7.07947905034822,-7.07947905034822,-1866.7980846502144,-9.438967732445445,-1964.5811913569041,1859.7186055998661,1955.1422236244587,28.388507761108848,24.48408708401257,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0056,20.0,56,23.1211428,23.1398092,-3613.7034108312128,0.0
occupancy_mixture,15,0.018666399999997196,23.130476,480123.5111097987,-3613.7034108312128,107.05027490459238,-28.28307313428534,-7.07947905034822,-1866.7980846502144,-9.438967732445445,-1964.5811913569041,1859.7186055998661,1955.1422236244587,28.388507761108848,24.48408708401257,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0056,20.0,56,23.1211428,23.1398092,-3613.7034108312128,0.0
glrt_rate_recentered,15,0.01866640000000075,23.150476,480031.237041582,-3613.7034108312128,,-11.54892246362606,-11.54892246362606,-1943.297003455474,-15.784624859510773,-1877.0516858698084,1931.748080991848,1861.2670610102975,37.48685984906238,31.218011456308886,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0057,20.0,57,23.1411428,23.1598092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.150476,480036.73550849594,-1261.25210904732,1397.1591098071738,-9.648825486937746,-9.648825486937746,-1943.178981960769,-12.694453606511507,-1877.0611216640907,1933.5301564738313,1864.366668057579,31.9522395940242,22.023316074046306,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0057,20.0,57,23.1411428,23.1598092,-3613.7034108312128,2352.4513017838926
summed_profile,15,0.01866640000000075,23.150476,480041.237041582,-1113.7034108312128,299.7793837111095,-9.573814358194921,-9.573814358194921,-1942.8950977304207,-11.672374308656309,-1877.2351222123355,1933.3212833722257,1865.562747903679,30.742064804464682,25.5411714988295,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0057,20.0,57,23.1411428,23.1598092,-3613.7034108312128,2500.0
occupancy_mixture,15,0.01866640000000075,23.150476,480041.237041582,-1113.7034108312128,303.30516021293596,-30.476966474528382,-9.573814358194921,-1942.8950977304207,-11.672374308656309,-1877.2351222123355,1933.3212833722257,1865.562747903679,30.742064804464682,25.5411714988295,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0057,20.0,57,23.1411428,23.1598092,-3613.7034108312128,2500.0
glrt_rate_recentered,15,0.01866640000000075,23.170476,479978.9629733653,-3613.7034108312128,,-9.790829099916333,-9.790829099916333,-1916.800802272591,-8.6968528376653,-1877.370954202139,1907.0099731726746,1868.6741013644737,29.07311924764501,24.05391609785147,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0058,20.0,58,23.1611428,23.1798092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.170476,479970.8342325047,-1711.9228393627495,1266.4545371978477,-8.428350928936215,-8.428350928936215,-1916.604624387722,-15.503203818161037,-1877.4623137100004,1908.1762734587858,1861.9591098918395,37.30188732800949,23.90384037536569,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0058,20.0,58,23.1611428,23.1798092,-3613.7034108312128,1901.7805714684632
summed_profile,15,0.01866640000000075,23.170476,479968.9629733653,-1613.7034108312128,,-8.462331102676105,-8.462331102676105,-1916.5552226283428,-16.38440679173749,-1877.4247838493711,1908.0928915256666,1861.0403770576336,38.2849196646528,21.3777719498612,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0058,20.0,58,23.1611428,23.1798092,-3613.7034108312128,2000.0
occupancy_mixture,15,0.01866640000000075,23.170476,479968.9629733653,-1613.7034108312128,,-29.580036585685125,-8.462331102676105,-1916.5552226283428,-16.38440679173749,-1877.4247838493711,1908.0928915256666,1861.0403770576336,38.2849196646528,21.3777719498612,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0058,20.0,58,23.1611428,23.1798092,-3613.7034108312128,2000.0
glrt_rate_recentered,15,0.01866640000000075,23.190475999999997,479886.68890514877,-3613.7034108312128,,-5.372151107257994,-5.372151107257994,-1862.9285296356031,-7.414073933139308,-1939.3141141865526,1857.556378528345,1931.9000402534134,25.922021793722198,20.340881666052155,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0059,20.0,59,23.1811428,23.1998092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.190475999999997,479895.35839781037,-2874.891258899793,1012.839798243809,-5.391476627935478,-5.391476627935478,-1863.0345509953393,-7.949009015657621,-1940.0246856987383,1857.6430743674039,1932.0756766830807,24.97811064599233,22.114892751269508,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0059,20.0,59,23.1811428,23.1998092,-3613.7034108312128,738.81215193142
summed_profile,15,0.01866640000000075,23.190475999999997,479891.68890514877,-2688.7034108312128,574.5654383449926,-5.198316205345729,-5.198316205345729,-1862.9087549392116,-7.740908688992436,-1939.6186360326567,1857.7104387338659,1931.8777273436642,24.939927198433146,18.865948349877726,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0059,20.0,59,23.1811428,23.1998092,-3613.7034108312128,925.0
occupancy_mixture,15,0.01866640000000075,23.190475999999997,479886.68890514877,-3613.7034108312128,105.95249215720713,-26.651273854439395,-5.372151107257994,-1862.9285296356031,-7.414073933139308,-1939.3141141865526,1857.556378528345,1931.9000402534134,25.922021793722198,20.340881666052155,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0059,20.0,59,23.1811428,23.1998092,-3613.7034108312128,0.0
glrt_rate_recentered,15,0.01866640000000075,23.210475999999996,479814.4148369322,-3613.7034108312128,,-17.62762812647362,-17.62762812647362,-1850.078713553692,-7.009867559025483,-1964.9157433882483,1832.4510854272185,1957.9058758292229,25.110629133173457,21.488531354465522,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0060,20.0,60,23.2011428,23.2198092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.210475999999996,479822.2744284952,-2174.776049507511,1898.780800244209,-16.995714879697214,-16.995714879697214,-1850.4904542569766,-5.340188708131709,-1965.257879526033,1833.4947393772793,1959.9176908179013,20.397411388782956,14.122830577776767,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0060,20.0,60,23.2011428,23.2198092,-3613.7034108312128,1438.927361323702
summed_profile,15,0.01866640000000075,23.210475999999996,479819.4148369322,-3363.7034108312128,,-17.54158014892713,-17.54158014892713,-1850.0469085019085,-6.209838433167233,-1964.8819556380595,1832.5053283529815,1958.6721172048922,22.02312161556824,20.711838472809177,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0060,20.0,60,23.2011428,23.2198092,-3613.7034108312128,250.0
occupancy_mixture,15,0.01866640000000075,23.210475999999996,479834.4148369322,-3613.7034108312128,112.26660072291192,-37.19788208028515,-18.11926611951881,-1849.5056188606031,-4.5889245733102495,-1964.4019188647706,1831.3863527410842,1959.8129942914602,20.26247346763287,8.520265050174203,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0060,20.0,60,23.2011428,23.2198092,-3613.7034108312128,0.0
glrt_rate_recentered,15,0.01866640000000075,23.230476,479742.14076871553,-3613.7034108312128,,-8.440324331499216,-8.440324331499216,-1754.712662505453,-16.21959323528781,-1718.7071862202813,1746.2723381739538,1702.4875929849934,42.202834480355655,32.13504763261881,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0061,20.0,61,23.2211428,23.2398092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.230476,479745.7884678559,-2351.1228777798556,1365.3950905439574,-8.767198288826727,-8.767198288826727,-1754.7803226139592,-16.513437836930855,-1719.2275309564848,1746.0131243251326,1702.7140931195538,41.350461127333254,27.79723857989302,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0061,20.0,61,23.2211428,23.2398092,-3613.7034108312128,1262.5805330513572
summed_profile,15,0.01866640000000075,23.230476,479742.14076871553,-3113.7034108312128,,-8.608221503226808,-8.608221503226808,-1754.832573379222,-16.621531433274285,-1718.8878359903822,1746.2243518759951,1702.266304557108,42.13021264938759,27.468447632621974,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0061,20.0,61,23.2211428,23.2398092,-3613.7034108312128,500.0
occupancy_mixture,15,0.01866640000000075,23.230476,479742.14076871553,-3113.7034108312128,,-30.253179253095308,-8.608221503226808,-1754.832573379222,-16.621531433274285,-1718.8878359903822,1746.2243518759951,1702.266304557108,42.13021264938759,27.468447632621974,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0061,20.0,61,23.2211428,23.2398092,-3613.7034108312128,500.0
glrt_rate_recentered,15,0.01866640000000075,23.250476,479669.86670049885,-3613.7034108312128,,-13.514414778490655,-13.514414778490655,-1724.303821707981,-9.41346476136371,-1813.4673711456608,1710.7894069294903,1804.053906384297,30.69604666366848,17.460555229801685,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0062,20.0,62,23.2411428,23.2598092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.250476,479678.2399744729,-7064.507583377882,1576.3182126148367,-11.22256313702188,-11.22256313702188,-1722.6690222408959,-9.597394342766101,-1814.1595338131026,1711.446459103874,1804.5621394703364,29.039828903126228,20.054254178830888,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0062,20.0,62,23.2411428,23.2598092,-3613.7034108312128,-3450.804172546669
summed_profile,15,0.01866640000000075,23.250476,479679.86670049885,-6813.703410831213,368.3246853747698,-11.16174418284935,-11.16174418284935,-1722.675606849258,-9.328714931799764,-1814.2620092661125,1711.5138626664086,1804.9332943343127,28.653044109774576,16.086722649692092,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0062,20.0,62,23.2411428,23.2598092,-3613.7034108312128,-3200.0
occupancy_mixture,15,0.01866640000000075,23.250476,479679.86670049885,-6813.703410831213,370.558319582814,-32.71145038039526,-11.16174418284935,-1722.675606849258,-9.328714931799764,-1814.2620092661125,1711.5138626664086,1804.9332943343127,28.653044109774576,16.086722649692092,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0062,20.0,62,23.2411428,23.2598092,-3613.7034108312128,-3200.0
glrt_rate_recentered,15,0.01866640000000075,23.270475999999995,479597.5926322823,-3613.7034108312128,,-5.703582022864528,-5.703582022864528,-1855.516468589131,-4.84695212255812,-1767.6359401165005,1849.8128865662663,1762.7889879939423,21.640587894300044,18.885430775524583,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0063,20.0,63,23.2611428,23.2798092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.270475999999995,479606.0155281678,-3371.619529811946,1006.1292209798225,-5.822743972786016,-5.822743972786016,-1855.7641049163938,-5.585290586443527,-1768.4274383581617,1849.9413609436078,1762.8421477717181,20.96543869528186,20.255948846112005,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0063,20.0,63,23.2611428,23.2798092,-3613.7034108312128,242.08388101926676
summed_profile,15,0.01866640000000075,23.270475999999995,479597.5926322823,-3613.7034108312128,105.99439184936442,-5.703582022864528,-5.703582022864528,-1855.516468589131,-4.84695212255812,-1767.6359401165005,1849.8128865662663,1762.7889879939423,21.640587894300044,18.885430775524583,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0063,20.0,63,23.2611428,23.2798092,-3613.7034108312128,0.0
occupancy_mixture,15,0.01866640000000075,23.270475999999995,479597.5926322823,-3613.7034108312128,106.36121943473275,-26.9292101247214,-5.703582022864528,-1855.516468589131,-4.84695212255812,-1767.6359401165005,1849.8128865662663,1762.7889879939423,21.640587894300044,18.885430775524583,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0063,20.0,63,23.2611428,23.2798092,-3613.7034108312128,0.0
glrt_rate_recentered,15,0.018666399999997196,23.290475999999998,479545.31856406573,-3613.7034108312128,,-6.369290925709369,-6.369290925709369,-1814.0356805094657,-15.072193742378113,-1723.554827626031,1807.6663895837564,1708.4826338836529,37.728749907486524,34.07422140071867,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0064,20.0,64,23.2811428,23.2998092,-3613.7034108312128,0.0
frame_maxima,15,0.018666399999997196,23.290475999999998,479552.43399127456,-1926.3632578719871,1041.8159931169184,-5.364893574611322,-5.364893574611322,-1813.991114394516,-16.103711424115673,-1723.842560042416,1808.6262208199046,1707.7388486183002,38.829613508773456,32.19072610576404,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0064,20.0,64,23.2811428,23.2998092,-3613.7034108312128,1687.3401529592256
summed_profile,15,0.018666399999997196,23.290475999999998,479555.31856406573,-1863.7034108312128,,-5.330128239867411,-5.330128239867411,-1813.9556509471627,-16.925997119846723,-1723.7148024059957,1808.6255227072952,1706.788805286149,39.90658505937297,34.741121400671545,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0064,20.0,64,23.2811428,23.2998092,-3613.7034108312128,1750.0
occupancy_mixture,15,0.018666399999997196,23.290475999999998,479555.31856406573,-1863.7034108312128,,-26.75292870506552,-5.330128239867411,-1813.9556509471627,-16.925997119846723,-1723.7148024059957,1808.6255227072952,1706.788805286149,39.90658505937297,34.741121400671545,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0064,20.0,64,23.2811428,23.2998092,-3613.7034108312128,1750.0
glrt_rate_recentered,15,0.01866640000000075,23.310475999999998,479473.04449584906,-3613.7034108312128,,-5.521908260669377,-5.521908260669377,-1811.2739529612977,-7.4626081769941655,-1944.3714606916426,1805.7520447006284,1936.9088525146485,26.118078680937572,16.653325181279797,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0065,20.0,65,23.3011428,23.3198092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.310475999999998,479473.68984613265,-4030.135121351552,1145.7037651513924,-5.918897752992692,-5.918897752992692,-1811.3982910570448,-7.491288584308178,-1944.339483887452,1805.479393304052,1936.8481953031437,25.53812087510803,15.963068943936378,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0065,20.0,65,23.3011428,23.3198092,-3613.7034108312128,-416.43171052033904
summed_profile,15,0.01866640000000075,23.310475999999998,479473.04449584906,-3613.7034108312128,105.00609874375441,-5.521908260669377,-5.521908260669377,-1811.2739529612977,-7.4626081769941655,-1944.3714606916426,1805.7520447006284,1936.9088525146485,26.118078680937572,16.653325181279797,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0065,20.0,65,23.3011428,23.3198092,-3613.7034108312128,0.0
occupancy_mixture,15,0.01866640000000075,23.310475999999998,479473.04449584906,-3613.7034108312128,105.31853443608371,-26.825665706321175,-5.521908260669377,-1811.2739529612977,-7.4626081769941655,-1944.3714606916426,1805.7520447006284,1936.9088525146485,26.118078680937572,16.653325181279797,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0065,20.0,65,23.3011428,23.3198092,-3613.7034108312128,0.0
glrt_rate_recentered,15,0.01866640000000075,23.330476,479400.7704276324,-3613.7034108312128,,-15.387103162690497,-15.387103162690497,-1966.4739421487243,-7.6425495498776215,-1904.3120527476278,1951.0868389860339,1896.6695031977501,25.778684158475947,21.640402710356284,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0066,20.0,66,23.3211428,23.3398092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.330476,479397.93075502984,-1744.9238504304033,1611.3241143295058,-14.662668009817121,-14.662668009817121,-1966.595500427992,-6.982465537020444,-1904.5586293762804,1951.932832418175,1897.5761638392598,23.24814823796932,23.301167111785617,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0066,20.0,66,23.3211428,23.3398092,-3613.7034108312128,1868.7795604008095
summed_profile,15,0.01866640000000075,23.330476,479395.7704276324,-1613.7034108312128,,-14.62732091493764,-14.62732091493764,-1966.6342556213274,-6.630669640771626,-1904.636404172853,1952.0069347063898,1898.0057345320813,22.604775295197395,22.026043440564536,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0066,20.0,66,23.3211428,23.3398092,-3613.7034108312128,2000.0
occupancy_mixture,15,0.01866640000000075,23.330476,479395.7704276324,-1613.7034108312128,,-35.414822999972095,-14.62732091493764,-1966.6342556213274,-6.630669640771626,-1904.636404172853,1952.0069347063898,1898.0057345320813,22.604775295197395,22.026043440564536,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0066,20.0,66,23.3211428,23.3398092,-3613.7034108312128,2000.0
glrt_rate_recentered,15,0.01866640000000075,23.350476000000004,479328.4963594158,-3613.7034108312128,,-4.05533000266408,-4.05533000266408,-1798.785098457359,-8.891131949679698,-1819.7578167984223,1794.729768454695,1810.8666848487426,28.87229489880004,29.10626929643331,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0067,20.0,67,23.3411428,23.3598092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.350476000000004,479318.7614661997,-3925.8967638866675,855.4633813671506,-4.0829378738444495,-4.0829378738444495,-1799.2307929906237,-6.814851658852112,-1820.1864391818833,1795.1478551167793,1813.3715875230312,23.151317169198638,22.62453587114578,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0067,20.0,67,23.3411428,23.3598092,-3613.7034108312128,-312.19335305545474
summed_profile,15,0.01866640000000075,23.350476000000004,479323.4963594158,-3863.7034108312128,,-4.047363785251971,-4.047363785251971,-1799.0343705921027,-7.8816361503576795,-1819.9808145259435,1794.9870068068508,1812.0991783755858,25.756628919305363,24.772969296434894,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0067,20.0,67,23.3411428,23.3598092,-3613.7034108312128,-250.0
occupancy_mixture,15,0.01866640000000075,23.350476000000004,479323.4963594158,-3863.7034108312128,,-25.588908145818692,-4.047363785251971,-1799.0343705921027,-7.8816361503576795,-1819.9808145259435,1794.9870068068508,1812.0991783755858,25.756628919305363,24.772969296434894,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0067,20.0,67,23.3411428,23.3598092,-3613.7034108312128,-250.0
glrt_rate_recentered,15,0.01866640000000075,23.370476,479236.22229119914,-3613.7034108312128,,-9.314751352786502,-9.314751352786502,-1801.732472308348,-11.226357242934188,-1936.5937956103126,1792.4177209555614,1925.3674383673783,32.327662949674355,20.88157420232892,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0068,20.0,68,23.3611428,23.3798092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.370476,479244.92417715554,-2953.192056501653,1303.9758362342745,-9.347237170762792,-9.347237170762792,-1801.706438127155,-12.13589140595965,-1937.1468908203187,1792.3592009563922,1925.010999414359,31.30938449852425,22.03344055340858,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0068,20.0,68,23.3611428,23.3798092,-3613.7034108312128,660.5113543295597
summed_profile,15,0.01866640000000075,23.370476,479246.22229119914,-2363.7034108312128,,-9.024877365527228,-9.024877365527228,-1801.72092158466,-12.598363715726043,-1937.3036737011903,1792.6960442191328,1924.7053099854643,32.13196043143432,19.949420247401576,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0068,20.0,68,23.3611428,23.3798092,-3613.7034108312128,1250.0
occupancy_mixture,15,0.01866640000000075,23.370476,479236.22229119914,-3613.7034108312128,106.31028764653863,-30.325941204547377,-9.314751352786502,-1801.732472308348,-11.226357242934188,-1936.5937956103126,1792.4177209555614,1925.3674383673783,32.327662949674355,20.88157420232892,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0068,20.0,68,23.3611428,23.3798092,-3613.7034108312128,0.0
glrt_rate_recentered,15,0.01866640000000075,23.390475999999996,479163.94822298246,-3613.7034108312128,,-9.023499321918552,-9.023499321918552,-1733.841136909755,-7.291460956803693,-1884.2328305283193,1724.8176375878365,1876.9413695715155,26.836115469863678,17.609066561213695,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0069,20.0,69,23.3811428,23.3998092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.390475999999996,479166.9555605824,-4412.999119538674,1411.9163919751247,-9.35730398395713,-9.35730398395713,-1733.9752198676338,-8.532554655764418,-1884.372042450638,1724.6179158836767,1875.8394877948735,27.694088407210575,17.79891179606784,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0069,20.0,69,23.3811428,23.3998092,-3613.7034108312128,-799.295708707461
summed_profile,15,0.01866640000000075,23.390475999999996,479163.94822298246,-4113.703410831213,,-9.305549206061553,-9.305549206061553,-1733.957015420932,-8.360035203079459,-1884.2506710025305,1724.6514662148704,1875.890635799451,27.770723647517087,19.609066561213695,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0069,20.0,69,23.3811428,23.3998092,-3613.7034108312128,-500.0
occupancy_mixture,15,0.01866640000000075,23.390475999999996,479163.94822298246,-4113.703410831213,,-30.919116073118037,-9.305549206061553,-1733.957015420932,-8.360035203079459,-1884.2506710025305,1724.6514662148704,1875.890635799451,27.770723647517087,19.609066561213695,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0069,20.0,69,23.3811428,23.3998092,-3613.7034108312128,-500.0
glrt_rate_recentered,15,0.01866640000000075,23.410476,479111.6741547659,-3613.7034108312128,,-2.5406854169661695,-2.5406854169661695,-1950.717225558165,-10.750863879469426,-1837.161038604025,1948.1765401411988,1826.4101747245554,31.62552693189052,24.456330860615708,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0070,20.0,70,23.4011428,23.4198092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.410476,479105.65648788953,-4168.519001119266,714.8811313685787,-3.003748061354658,-3.003748061354658,-1950.5481296938424,-10.85482577058438,-1837.4296493080162,1947.5443816324878,1826.574823537432,30.683244321087443,22.0178096005111,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0070,20.0,70,23.4011428,23.4198092,-3613.7034108312128,-554.8155902880535
summed_profile,15,0.01866640000000075,23.410476,479111.6741547659,-3613.7034108312128,101.98116759952899,-2.5406854169661695,-2.5406854169661695,-1950.717225558165,-10.750863879469426,-1837.161038604025,1948.1765401411988,1826.4101747245554,31.62552693189052,24.456330860615708,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0070,20.0,70,23.4011428,23.4198092,-3613.7034108312128,0.0
occupancy_mixture,15,0.01866640000000075,23.410476,479111.6741547659,-3613.7034108312128,102.21771622102122,-23.438023464719173,-2.5406854169661695,-1950.717225558165,-10.750863879469426,-1837.161038604025,1948.1765401411988,1826.4101747245554,31.62552693189052,24.456330860615708,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0070,20.0,70,23.4011428,23.4198092,-3613.7034108312128,0.0
glrt_rate_recentered,15,0.01866640000000075,23.430476000000002,479019.40008654934,-3613.7034108312128,,-9.944299920862266,-9.944299920862266,-1872.3660167797973,-9.651881937065538,-1835.4641955005684,1862.421716858935,1825.8123135635028,29.551069269404735,18.51099658588646,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0071,20.0,71,23.4211428,23.4398092,-3613.7034108312128,0.0
frame_maxima,15,0.01866640000000075,23.430476000000002,479030.8834098105,-1221.2864193329074,1173.907892204377,-7.598027619739022,-7.598027619739022,-1873.3975066067494,-10.804925984639016,-1835.6830476255561,1865.7994789870104,1824.878121640917,29.944763881308678,20.270384028961416,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0071,20.0,71,23.4211428,23.4398092,-3613.7034108312128,2392.4169914983054
summed_profile,15,0.01866640000000075,23.430476000000002,479029.40008654934,-1113.7034108312128,295.6615442500782,-7.5526142119032595,-7.5526142119032595,-1873.1863990224938,-10.806062621994176,-1835.6076076941297,1865.6337848105904,1824.8015450721355,30.053772113434974,22.757801025058143,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0071,20.0,71,23.4211428,23.4398092,-3613.7034108312128,2500.0
occupancy_mixture,15,0.01866640000000075,23.430476000000002,479029.40008654934,-1113.7034108312128,296.7323254403522,-28.530669245575652,-7.5526142119032595,-1873.1863990224938,-10.806062621994176,-1835.6076076941297,1865.6337848105904,1824.8015450721355,30.053772113434974,22.757801025058143,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0071,20.0,71,23.4211428,23.4398092,-3613.7034108312128,2500.0
glrt_rate_recentered,15,0.018666399999997196,23.450476,478947.12601833267,-3613.7034108312128,,-6.962460858068622,-6.962460858068622,-1949.827175088542,-8.777940409256772,-1958.1835626488619,1942.8647142304733,1949.405622239605,27.038341117727953,15.54025606205687,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D2,D2-20ms-0072,20.0,72,23.4411428,23.4598092,-3613.7034108312128,0.0
frame_maxima,15,0.018666399999997196,23.450476,478949.5521564641,-3825.350234961057,1189.7401245861968,-7.378836507609448,-7.378836507609448,-1949.8127265532678,-9.38383308694064,-1958.3477287997514,1942.4338900456582,1948.9638957128107,27.372208126716735,16.388834582292475,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0072,20.0,72,23.4411428,23.4598092,-3613.7034108312128,-211.6468241298444
summed_profile,15,0.018666399999997196,23.450476,478947.12601833267,-3863.7034108312128,,-7.199022613696275,-7.199022613696275,-1949.8002730435137,-9.160448375232296,-1958.2140459366035,1942.6012504298174,1949.0535975613711,27.225067146578834,13.911563996807672,False,False,True,even Qin,odd Qin,False,False,D2,D2-20ms-0072,20.0,72,23.4411428,23.4598092,-3613.7034108312128,-250.0
