session_id,fs,version,profile,case,attempted,recovered,common,alias_changes,rank_changes,timing_error_ns_rms,timing_error_ns_p95,timing_error_ns_max,timing_error_ns_all_recovered_rms,cfo_error_hz_rms,cfo_error_hz_p95,cfo_error_hz_max,cfo_error_hz_all_recovered_rms,raw_cfo_error_hz_rms,raw_cfo_error_hz_p95,raw_cfo_error_hz_max,raw_cfo_error_hz_all_recovered_rms
scan-hop-cabca9c4f49c5a27,2500000,filtered,grid512,delay_ns,24,15,15,0,5,23.843849277501917,41.65353297342386,44.80837880177998,23.843849277501917,92.33834721871389,158.54395361997274,345.4866453903378,92.33834721871389,92.33834721871389,158.54395361997274,345.4866453903378,92.33834721871389
scan-hop-432b03933b8c76bf,2500000,filtered,grid8192,delay_ns,24,24,24,0,6,29.00149657444572,45.505642910842184,48.13050957225303,29.00149657444572,8.380862636908534,24.761904177825222,28.352619502489688,8.380862636908534,8.380862636908534,24.761904177825222,28.352619502489688,8.380862636908534
scan-hop-862a183b8ab422da,2500000,filtered,grid8192,delay_ns,24,23,23,0,7,18.354600505834643,33.781526412592726,45.19644221289303,18.354600505834643,3.352273800621866,5.745182657950135,9.656539175019134,3.352273800621866,3.352273800621866,5.745182657950135,9.656539175019134,3.352273800621866
scan-hop-cabca9c4f49c5a27,2500000,filtered,grid8192,delay_ns,24,15,15,0,5,23.72256022758925,41.08156098187672,44.80784580842567,23.72256022758925,14.506356197863383,25.827670370804807,50.682404306018725,14.506356197863383,14.506356197863383,25.827670370804807,50.682404306018725,14.506356197863383
scan-hop-432b03933b8c76bf,2500000,filtered,local512,delay_ns,24,24,24,0,8,29.038111298464305,45.6205488116855,48.461108929387905,29.038111298464305,3.0099995011831178,6.687909129750911,7.441945812606718,3.0099995011831178,3.0099995011831178,6.687909129750911,7.441945812606718,3.0099995011831178
scan-hop-862a183b8ab422da,2500000,filtered,local512,delay_ns,24,23,23,0,12,18.42990381896462,33.943320071792115,45.36338302487019,18.42990381896462,2.8367457749614062,5.494260229362042,5.909072359216225,2.8367457749614062,2.8367457749614062,5.494260229362042,5.909072359216225,2.8367457749614062
scan-hop-cabca9c4f49c5a27,2500000,filtered,local512,delay_ns,24,15,15,0,4,23.844268006191115,41.65353297342386,44.80837880177998,23.844268006191115,17.686124710030718,31.778608442522778,58.877207494864706,17.686124710030718,17.686124710030718,31.778608442522778,58.877207494864706,17.686124710030718
scan-hop-432b03933b8c76bf,2500000,filtered,joint512,delay_ns,24,24,24,0,15,0.9713409476309249,1.3868353698695604,3.1899308345436452,0.9713409476309249,0.2968506336279999,0.5422323159291409,0.571365328039974,0.2968506336279999,0.2968506336279999,0.5422323159291409,0.571365328039974,0.2968506336279999
scan-hop-862a183b8ab422da,2500000,filtered,joint512,delay_ns,24,23,23,0,12,4.284691569910534,9.690767273291197,9.89042503657845,4.284691569910534,0.6694596061298654,1.3860852556812457,1.6223422008188209,0.6694596061298654,0.6694596061298654,1.3860852556812457,1.6223422008188209,0.6694596061298654
scan-hop-cabca9c4f49c5a27,2500000,filtered,joint512,delay_ns,24,15,15,0,6,3.5659393504677745,6.270494589646245,11.850516119404546,3.5659393504677745,16.26324214597566,19.594223290722518,62.93606304068817,16.26324214597566,16.26324214597566,19.594223290722518,62.93606304068817,16.26324214597566
