session_id,tracklet_count,observation_count,pooled_linear_fit_residual_rms_hz,median_tracklet_residual_rms_hz,trajectory_state,trajectory_time_basis,tle_state,physical_group_count,eligible_group_count,attempted_group_count,deferred_group_count,projected_candidate_count,tle_candidate_count,tle_snapshot_age_minutes,tle_snapshot_object_count,unscored_reasons
scan-fw-75d1334d430bd557,5,104,190.87272264188047,176.14749229628273,complete,device-counter-relative,unavailable,3,0,0,0,944,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-9af6c64585de4fbb,4,58,133.75843199606027,78.94866690983875,complete,device-counter-relative,unavailable,4,0,0,0,650,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-c06a6d0069990294,2,40,146.3580497831205,125.87572606388323,complete,device-counter-relative,unavailable,2,0,0,0,792,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-10a1783c9d67e020,11,165,132.43583268331304,88.26159215821698,complete,device-counter-relative,unavailable,9,0,0,0,1437,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-10a906cc85830859,5,74,348.8749533089303,76.81575080293186,complete,device-counter-relative,unavailable,5,1,0,1,1149,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-1e7edc9519445256,8,163,193.20277903296636,150.03243133790738,complete,device-counter-relative,unavailable,7,0,0,0,1401,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-66f79be3ab5755cb,11,236,201.03080675668218,97.89571597791786,complete,device-counter-relative,unavailable,10,2,0,2,2220,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-12f09d2e4e1fe26a,6,114,214.05865284576788,86.06311394959889,complete,device-counter-relative,unavailable,6,1,0,1,1246,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-1a877b7592593f44,5,92,143.79482955393834,153.34768464544186,complete,device-counter-relative,unavailable,5,0,0,0,1121,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-cc1edb68384854df,10,188,238.3744863960973,135.28681402274532,complete,device-counter-relative,unavailable,9,0,0,0,1905,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-0f339e7b732c4593,10,153,295.78956493539306,92.75462605385052,complete,device-counter-relative,unavailable,9,0,0,0,1615,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-732c90485eefd8ff,7,128,130.35031922928127,121.08031534402762,complete,device-counter-relative,unavailable,6,0,0,0,1146,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-3b7ab0ade03b6679,8,143,169.08547725455043,115.03766042378712,complete,device-counter-relative,unavailable,7,1,0,1,1390,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-7b78a2ba16003bdc,5,101,120.37735757947219,68.7573829365198,complete,device-counter-relative,unavailable,5,0,0,0,1194,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-0cac677f1231cad8,9,154,113.55324612079204,118.37839296687413,complete,device-counter-relative,unavailable,9,0,0,0,1269,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-b668568d6721d389,5,85,95.4987840550203,94.39802508399492,complete,device-counter-relative,unavailable,4,0,0,0,858,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-84ee89a6734ea002,8,145,189.94510648384826,113.48232455762997,complete,device-counter-relative,unavailable,7,0,0,0,857,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-b62904c4cec1dd57,5,91,156.03994323664423,134.2643380861735,complete,device-counter-relative,unavailable,5,1,0,1,755,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-ef47da375ba0d8fe,9,170,147.4005374357545,80.1853502748224,complete,device-counter-relative,unavailable,9,0,0,0,1476,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-f83f76755271d5e9,4,52,58.04555001253449,45.381304879804695,complete,device-counter-relative,unavailable,4,0,0,0,868,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-04d50dd83a5fc5df,1,13,15.151490351306194,15.151490351306194,complete,device-counter-relative,unavailable,1,0,0,0,290,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-d355d83ab1474d34,9,150,168.3202436780065,52.25340207514244,complete,device-counter-relative,unavailable,14,0,0,0,1236,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-f0e3c515533afbc9,20,356,193.3821637183669,84.01252921950798,complete,device-counter-relative,unavailable,13,1,0,1,2404,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-31415115acbbe1eb,15,296,300.88074765293663,141.06898432797027,complete,device-counter-relative,unavailable,11,1,0,1,1917,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-e6f41401336687f2,5,82,169.22259127873866,121.79078918670413,complete,device-counter-relative,unavailable,4,0,0,0,1005,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-c5d2a8fb00b1d4d4,5,72,133.59816154382054,113.18881841017321,complete,device-counter-relative,unavailable,5,0,0,0,1190,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-36922603b4fbdc90,8,126,181.2461312723326,83.30515488077819,complete,device-counter-relative,unavailable,6,0,0,0,1367,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-7253df2bd4332d69,2,24,108.08186205633118,91.9274205777091,complete,device-counter-relative,unavailable,2,0,0,0,677,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-542dcf033d7c6108,13,289,272.4419904983874,95.99339113027193,complete,device-counter-relative,unavailable,19,2,0,2,1863,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-5a5a9ac56b112e16,2,35,159.30700840752672,138.42349856449547,complete,device-counter-relative,unavailable,2,0,0,0,678,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-75519ddd5a7aba8c,4,59,134.85492235459822,122.10876389306449,complete,device-counter-relative,unavailable,4,0,0,0,552,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-606dd496a1243ac2,9,137,159.81680345456684,81.6589632680022,complete,device-counter-relative,unavailable,8,0,0,0,1203,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-96b4e126ec00ff76,2,38,196.73990927584387,176.03159757571862,complete,device-counter-relative,unavailable,2,0,0,0,429,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-243a58c567f74f48,13,249,146.67383982208113,114.70477183927149,complete,device-counter-relative,unavailable,8,1,0,1,1528,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-611f25cc9a4f4f3b,1,20,52.204178739111136,52.204178739111136,complete,device-counter-relative,unavailable,1,0,0,0,795,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-161adb3956864642,9,154,191.68600743423994,56.725531580241125,complete,device-counter-relative,unavailable,8,0,0,0,1324,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-61a62066d401f816,4,78,473.6749279798173,343.7652128905951,complete,device-counter-relative,unavailable,3,1,0,1,1251,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-2bffdce1ac68a499,2,26,93.75073692092651,91.55325268800169,complete,device-counter-relative,unavailable,2,0,0,0,641,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-4c6996e6f3096ea8,9,184,342.14125948097745,92.89345045708714,complete,device-counter-relative,unavailable,7,1,0,1,1204,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-1a04dd4254fd7849,9,164,131.68140518877155,102.56029903186007,complete,device-counter-relative,unavailable,7,1,0,1,1389,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-a65d4f755073c20e,9,142,105.19118058569147,68.77945323490022,complete,device-counter-relative,unavailable,8,0,0,0,1080,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-ee0580647f45d712,6,114,190.97840596950232,108.11067866978293,complete,device-counter-relative,unavailable,4,1,0,1,822,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-d16d9850f0f494bc,7,118,130.9357779783229,79.1613505250652,complete,device-counter-relative,unavailable,6,0,0,0,1156,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-a1453a551a154915,4,51,76.6996317260297,66.70645832320271,complete,device-counter-relative,unavailable,4,0,0,0,670,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-22b118f8048f0441,3,70,262.97444236321735,95.08827468848439,complete,device-counter-relative,unavailable,3,0,0,0,470,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-7851abe2d25a9813,2,28,119.3921090357658,114.33773207835668,complete,device-counter-relative,unavailable,2,0,0,0,596,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-da6805a08345af8c,2,27,130.18900133560956,129.56075437121055,complete,device-counter-relative,unavailable,2,0,0,0,238,0,,,Measured trajectories use device-counter timing; TLE comparison requires qualified absolute UTC.
scan-fw-0ae4d2e146a1cbac,0,0,,,no-trajectory,device-counter-relative,unavailable,0,0,0,0,0,0,,,no alias-aware track met the frozen geometry thresholds
