session_id,alias_changes,attempted,case,cfo_rms_hz,common,delay_rms_ns,profile,raw_cfo_rms_hz,recovered
scan-hop-339720f8f00ad239,0,16,frequency,10.955391889872436,6,0.16722350578279016,grid512,10.955391889871771,6
scan-hop-339720f8f00ad239,0,16,frequency,7.798097252671185,6,0.00847786193953857,grid8192,7.7980972526682795,6
scan-hop-339720f8f00ad239,0,16,frequency,0.136958795933527,6,0.16905462117230255,local512,0.13695879593637367,6
scan-hop-339720f8f00ad239,0,16,frequency,0.14514672873506596,6,0.16905462117230255,joint512,0.14514672873807438,6
scan-hop-339720f8f00ad239,0,16,delay,2.1286684742122373,6,5.310961432082435,grid512,2.128668474214704,6
scan-hop-339720f8f00ad239,0,16,delay,2.184286971756524,6,5.083557357681736,grid8192,2.1842869717586892,6
scan-hop-339720f8f00ad239,0,16,delay,5.673930994851755,6,5.309776492497641,local512,5.673930994848869,6
scan-hop-339720f8f00ad239,0,16,delay,5.631231265155472,6,5.021736117561427,joint512,5.631231265152723,6
scan-hop-6692a1700f427025,0,16,frequency,38.367935287806134,5,0.3988861080494338,grid512,38.36793528780307,5
scan-hop-6692a1700f427025,0,16,frequency,12.051820607700307,5,0.01189590381842475,grid8192,12.051820607698563,5
scan-hop-6692a1700f427025,0,16,frequency,0.25225314190934894,5,0.40519090402701324,local512,0.252253141907544,5
scan-hop-6692a1700f427025,0,16,frequency,0.09557699765233249,5,0.0688528825606078,joint512,0.09557699765075583,5
scan-hop-6692a1700f427025,0,16,delay,1.6659352901876783,5,3.387059818723783,grid512,1.6659352901863589,5
scan-hop-6692a1700f427025,0,16,delay,11.40122147554408,5,3.375948476320129,grid8192,11.401221475544167,5
scan-hop-6692a1700f427025,0,16,delay,3.521724179514983,5,3.389071510172835,local512,3.5217241795155014,5
scan-hop-6692a1700f427025,0,16,delay,3.820930788784115,5,3.208157376514161,joint512,3.820930788784809,5
scan-hop-dd2937728dab2d65,0,16,frequency,23.57793013170016,8,0.21578529731998677,grid512,23.577930131699933,8
scan-hop-dd2937728dab2d65,0,16,frequency,13.811588663158762,8,0.022337433574935256,grid8192,13.811588663157817,8
scan-hop-dd2937728dab2d65,0,16,frequency,0.07428004919977371,8,0.21578529731998677,local512,0.07428004919766286,8
scan-hop-dd2937728dab2d65,0,16,frequency,0.08868587533350962,8,0.23114811045290765,joint512,0.08868587533390039,8
scan-hop-dd2937728dab2d65,0,16,delay,1.0047590561662314,8,2.897634963388565,grid512,1.0047590561662658,8
scan-hop-dd2937728dab2d65,0,16,delay,1.0059979266326864,8,2.872178154357709,grid8192,1.0059979266305015,8
scan-hop-dd2937728dab2d65,0,16,delay,0.9142316416059357,8,2.8994839565107045,local512,0.9142316416066789,8
scan-hop-dd2937728dab2d65,0,16,delay,0.6276256550928965,8,1.2926678674456917,joint512,0.627625655093265,8
scan-hop-78bfff64757c1fbd,0,16,frequency,36.532182377822934,4,0.3763403940885275,grid512,36.53218237782505,4
